col1_1,logSFR_total_1,ID_1,logM_total_1,M_total_1,sSFR_1,logSFR_pred_1,logSFR_pred_sigma_1,t_sf_up,t_sf_sigma_up,tau_up,tau_sigma_up,A_up,A_sigma_up,x_up,x_sigma_up,diff_1,flag_1,col1_2,logSFR_total_2,ID_2,logM_total_2,M_total_2,sSFR_2,logSFR_pred_2,logSFR_pred_sigma_2,t_sf_np,t_sf_sigma_np,tau_np,tau_sigma_np,A_np,A_sigma_np,x_np,x_sigma_np,diff_2,flag_2,logM_total_3,sSFR_3,ID_3,x_n,tau_n,A_n,Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
690,-3.729,978,7.22381385238372,1.67422511462901E7,1.11477224569543E-11,-3.71298363575758,0.0988420388869446,10.872887140303,1.9924488375441,1.85992221060606,0.432784847751442,2.22035788060606E7,237861.45927707,5.92782329242424,0.43563380547295,0.0160163642424238,Keep,690,-3.729,978,7.22381385238372,1.67422511462901E7,1.11477224569543E-11,-3.69133073848485,0.101510013604983,12.2022843284848,1.39181346158287,2.17199427878788,0.336390710807706,2.23077382090909E7,252940.743137879,5.66674462848485,0.398931983810309,0.037669261515151,Keep,7.223813852383716,1.114772245695429E-11,978,8.109408769681074E-9,1.6770643071843646E9,3.859762009084761E22,N4594-DGSAT-3,189.88666666666663,-11.227222222222222,0.55,0.82,0.2,14.5,*,,-3,Sph,L,,7.87,SBF,1.33,43,,0.0,26.0,7.31,,<,6.85,,-0.3,NGC4594,-0.2,-0.27,,18.79,,>,23.0,,>,18.2,,,,,,,,,29.48,,-10.89,,,,,,,<,-4.47,<,-1.64,>,1.45,2.0417379446695276E7,,7079457.843841373,,3.3884415613920276E-5,3.3884415613920276E-5,-4.47,33884.415613920275,4.53,1.2250427668017166E7,7.0881512503836435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,,-3.0,7.31,14.5,18.79,-3.7289999999999996,1.8663796908346714E-4,7.223813852383716,1.6742251146290125E7,1.114772245695429E-11,-10.952813852383716,0.5623902574413013,-0.2499622114166309,978,,,,-10.689873661795325,
691,-3.38900997785657,979,6.21381385238372,1636115.09827448,2.49560685424143E-10,-3.40164919393939,0.0980532438653352,8.19408122484849,1.8492988921137,12.1673330742424,4.96644154779942,1.56834598233333E7,9304952.11470165,0.815534271939394,0.415349257791184,-0.0126392160828241,Keep,691,-3.38900997785657,979,6.21381385238372,1636115.09827448,2.49560685424143E-10,-3.39588252030303,0.09924490967027,6.06566267,1.04320277940212,4.17382411454545,0.967373764212954,5123790.81181818,1285509.66915925,1.50546716975758,0.311130398185537,-0.00687254244646063,Keep,6.2138138523837165,2.4956068542414334E-10,979,2.0861240487529107E-8,6.519267158695624E8,1.2759941412016156E22,ESO294-010,6.638749999999999,-41.855555555555554,1.51,0.64,0.02,14.1,,23,10,Tr,N,107,2.03,TRGB,0.88,58,3,0.0,25.0,6.3,5.95,,5.52,71,1.0,NGC0055,1.1,0.54,,15.53,0.04,,18.06,0.12,,18.56,,,21.05,0.26,107,1,2,2005AJ....130.2058B,26.54,0.03,-11.03,,-4.28,,-0.44,,-0.07,,-3.81,,0.03,,-0.54,1995262.3149688789,891250.9381337459,331131.1214825908,5.248074602497723E-5,1.548816618912481E-4,1.0368120395811267E-4,-3.9842999683665283,103681.20395811266,5.015700031633472,1197157.3889813272,6.078151250383644,1641,ESO294-010,ESO 294- G 010,ESO 294- G 010,,,-,-,6.639041,-41.855578,1,0.738,0.364,6.2,H,1,-4.8,0.8,90.0,113.4,4.4,-103.7,13.97,8,1,1.9316,0.0522,1.9053,1.9627,1.8112,2.0418,N,,15.651,,,,0.192,,,0.025,0.0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,0.7844554538791995,1.9316,113.4,-4.8,6.3,14.1,15.651000022888184,-3.3890099778565697,4.0831000535816904E-4,6.2138138523837165,1636115.0982744808,2.4956068542414334E-10,-9.602823830240286,0.26917690084048224,-0.5699622114166312,979,,,,-10.778585960753361,
692,-3.267,980,8.18381385238372,1.52691145206355E8,3.54149104202982E-12,-3.2552391830303,0.0989896550522176,11.2572215184848,1.64186093246518,1.50983821636364,0.264590614272781,1.99469605454545E8,1545773.99810592,7.50128939787879,0.362771422403881,0.011760816969697,Keep,692,-3.267,980,8.18381385238372,1.52691145206355E8,3.54149104202982E-12,-3.23985655121212,0.101555967369051,12.163716179697,1.34767989794339,1.66474184484848,0.22860033604104,1.99625784272727E8,1574925.5401706,7.34174779909091,0.358183569014759,0.0271434487878786,Keep,8.183813852383716,3.541491042029822E-12,980,1.0384282166285397E-8,1.3096716539690206E9,6.820024769517918E22,N4594DW1,189.81375,-11.71888888888889,0.78,0.58,0.19,12.5,*,,-2,dE,N,1368,9.42,SBF,2.19,68,,0.0,24.7,8.27,,,,1171,3.0,NGC4594,3.0,2.07,,16.77,,>,21.7,,,,,,,,1368,10,,,29.87,0.13,-13.29,,,,,,,<,-3.81,<,-1.94,,,1.8620871366628656E8,,,,1.548816618912481E-4,1.548816618912481E-4,-3.81,154881.66189124808,5.1899999999999995,1.1172522819977193E8,8.048151250383643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42,1368.0,-2.0,8.27,12.5,16.77,-3.267,5.407543229455809E-4,8.183813852383716,1.5269114520635498E8,3.541491042029822E-12,-11.450813852383716,,,980,,,,-13.100254513964387,
693,-3.792,981,7.25381385238372,1.79396453163863E7,8.99883207474514E-12,-3.77692529575758,0.100723963254107,10.9333814472727,1.9311043987136,1.77481088878788,0.392907870584403,2.36810699878788E7,221864.747887587,6.2339845630303,0.422990191746714,0.0150747042424242,Keep,693,-3.792,981,7.25381385238372,1.79396453163863E7,8.99883207474514E-12,-3.75592681818182,0.101737686634467,12.2002482142424,1.39509809230215,2.05245020272727,0.311777623421868,2.37585578727273E7,234956.319000743,5.99045411909091,0.391950608301744,0.0360731818181814,Keep,7.253813852383717,8.99883207474514E-12,981,8.89659576018406E-9,1.528674603927225E9,2.7739025307332577E22,N4625A,190.5458333333333,41.25277777777778,0.45,0.86,0.08,14.4,*,,-1,Tr,L,,7.9,mem,1.05,34,,0.0,25.4,7.34,,,,,0.5,NGC4618,0.7,0.66,,18.6,,>,23.0,,,,,,,,,,,,29.49,,-10.97,,,,,,,<,-4.56,<,-1.76,,,2.187761623949552E7,,,,2.754228703338169E-5,2.754228703338169E-5,-4.56,27542.287033381686,4.44,1.3126569743697312E7,7.118151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,-1.0,7.34,14.4,18.6,-3.792,1.614358556826487E-4,7.253813852383717,1.7939645316386327E7,8.99883207474514E-12,-11.045813852383716,,,981,,,,-10.888135456452206,
694,-3.72531870746442,983,6.09381385238372,1241120.22371769,1.51658738833589E-10,-3.70227464969697,0.0850440416230723,10.7484268493939,2.05144978095024,11.2808492957576,4.91429316866419,6799038.03606061,3556178.41944251,1.16132841418182,0.542038685279147,0.023044057767454,Keep,694,-3.72531870746442,983,6.09381385238372,1241120.22371769,1.51658738833589E-10,-3.73070644606061,0.0991412253560636,8.07217267939394,1.36728294819112,4.20421137030303,0.971235321044295,2857771.18787879,494138.323852332,1.97862730945455,0.351409793032081,-0.00538773859618225,Keep,6.093813852383716,1.5165873883358907E-10,983,0.6576459719192179,20.679819508832267,1.1424781127641069E7,N672dwA,26.82958333333333,27.254444444444445,0.26,0.85,0.34,17.1,*,,10,Ir,L,,7.2,mem,0.58,35,,0.0,25.3,6.18,,,,,3.0,NGC0672,3.0,0.62,,19.8,,,23.1,,,,,>,24.4,-1.2,,,,,29.29,,-9.83,<,-4.45,<,-0.5,,,,-4.48,,-0.53,,,1513561.2484362072,,,3.5481338923357534E-5,3.3113112148259076E-5,3.4297225535808305E-5,-4.464741010663462,34297.2255358083,4.535258989336538,908136.7490617243,5.958151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,10.0,6.18,17.1,19.8,-3.7253187074644236,1.8822672786988678E-4,6.093813852383716,1241120.22371769,1.5165873883358907E-10,-9.81913255984814,,,983,,,,-9.486662482156342,
695,-3.72547985282551,985,5.60381385238372,401618.631882126,4.6849643963472E-10,-3.74182800484848,0.10008249446894,4.89227699242424,1.12482109140841,11.7455137139394,5.13063543393638,9126330.1540303,6770874.65551982,0.536605314454545,0.336093842593912,-0.0163481520229785,Keep,695,-3.72547985282551,985,5.60381385238372,401618.631882126,4.6849643963472E-10,-3.73752660333333,0.100037933526467,4.01631239151515,0.734136985006758,4.14820697727273,0.963710068740521,2184219.39984848,783309.028891243,1.00915017542424,0.246928644562714,-0.0120467505078272,Keep,5.603813852383717,4.6849643963472E-10,985,1.1566510417774594E-8,1.1758083906707492E9,1.9127330138910674E22,N672dwB,26.796249999999993,27.683333333333334,0.2,0.75,0.32,18.4,*,,10,Ir,L,,7.2,mem,0.44,47,,0.0,25.9,5.69,,,,,2.8,NGC0672,2.8,0.62,,21.0,,>,23.0,,,,,>,24.45,-0.8,,,,,29.29,,-8.61,<,-4.47,<,-0.03,,,<,-4.46,<,-0.02,,,489778.81936844665,,,3.3884415613920276E-5,3.467368504525317E-5,3.427905032958672E-5,-4.464971218322152,34279.05032958672,4.535028781677848,293867.29162106797,5.468151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,10.0,5.69,18.4,21.0,-3.725479852825506,1.881568991277434E-4,5.603813852383717,401618.63188212627,4.6849643963472E-10,-9.329293705209224,,,985,,,,-8.286662482156345,
696,-3.582,987,7.20381385238372,1.5988725718016E7,1.63751824529008E-11,-3.56403472181818,0.101441141739835,10.7991967169697,2.08484605587062,2.05492852848485,0.520726662206856,2.14830389030303E7,333974.07964483,5.35538802393939,0.474096046465856,0.0179652781818178,Keep,696,-3.582,987,7.20381385238372,1.5988725718016E7,1.63751824529008E-11,-3.53908516575758,0.100618388917353,12.2245743187879,1.37757629933072,2.44471467939394,0.395865548814216,2.16722340515152E7,360128.069561994,5.05504216151515,0.41292651954136,0.0429148342424241,Keep,7.203813852383717,1.6375182452900782E-11,987,1.054036366190881E-8,1.2902780621458278E9,3.204997704209613E22,NGC 4631dw1,190.23749999999995,32.7925,2.2,0.6,0.07,14.3,*,,10,Ir,X,,7.11,SBF,4.53,62,,0.0,27.0,7.29,,,,,1.4,NGC4631,1.5,1.41,,16.74,,,22.0,,,,,,,,,,,,29.26,,-12.59,,,,,,,,-4.26,,-1.41,,,1.9498445997580454E7,,,,5.495408738576248E-5,5.495408738576248E-5,-4.26,54954.087385762476,4.74,1.1699067598548273E7,7.068151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11,,10.0,7.29,14.3,16.74,-3.582,2.618183008218986E-4,7.203813852383717,1.5988725718015974E7,1.6375182452900782E-11,-10.785813852383717,,,987,,,,-12.519348003648833,
697,-3.757,989,6.11381385238372,1299612.41781811,1.34643734134399E-10,-3.71882645848485,0.0849044314594775,11.0582642766667,2.04928836715387,10.533405620303,4.84229639093401,6199192.37727273,3279074.48761634,1.29195498824242,0.589916791141201,0.0381735415151514,Keep,697,-3.757,989,6.11381385238372,1299612.41781811,1.34643734134399E-10,-3.76178404606061,0.0988877580437693,8.58459344,1.43418422825654,4.20538513909091,0.962308903307144,2822798.8869697,444026.810053281,2.09995285072727,0.355475035124351,-0.00478404606060634,Keep,6.113813852383717,1.346437341343992E-10,989,0.9701263065024329,14.018793129145903,6671182.896415633,NGC 4631dw2,190.5283333333333,32.62083333333334,0.9,0.9,0.07,17.1,*,,10,Ir,X,,7.18,SBF,1.9,29,,0.0,27.8,6.2,,,,,1.9,NGC4631,2.0,1.39,,19.48,,,22.64,,,,,,,,,,,,29.28,,-9.87,,,,,,,,-4.51,,-0.57,,,1584893.1924611141,,,,3.090295432513592E-5,3.090295432513592E-5,-4.51,30902.954325135917,4.49,950935.9154766684,5.978151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,,10.0,6.2,17.1,19.48,-3.7569999999999997,1.7498466886246584E-4,6.113813852383717,1299612.4178181137,1.346437341343992E-10,-9.870813852383717,,,989,,,,-9.800622221211501,
698,-3.841,990,6.75381385238372,5673013.96153528,2.54206205255767E-11,-3.82000894545455,0.100249521841939,10.6967460530303,2.18433238146409,2.35464571242424,0.665272835344738,7832581.50939394,218607.863938779,4.66936918757576,0.516123276005486,0.0209910545454544,Keep,698,-3.841,990,6.75381385238372,5673013.96153528,2.54206205255767E-11,-3.79325302181818,0.101321877563197,12.2006455524242,1.39948800039383,2.86289744363636,0.510548818914261,7974990.04060606,243933.24748313,4.32840922484848,0.440894136157996,0.0477469781818178,Keep,6.753813852383717,2.5420620525576716E-11,990,-8.118659823552938E-9,-1.6751533252502115E9,2.97557030272429E22,NGC 4631dw3,190.71874999999994,32.459722222222226,0.6,0.85,0.07,15.5,*,,-2,Sph,X,,7.4,mem,1.31,37,,0.0,27.2,6.84,,,,,3.2,NGC4631,3.2,1.39,,19.7,,>,23.0,,,,,,,,,,,,29.35,,-9.72,,,,,,,<,-4.63,<,-1.33,,,6918309.709189363,,,,2.344228815319923E-5,2.344228815319923E-5,-4.63,23442.288153199224,4.37,4150985.8255136176,6.618151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,-2.0,6.84,15.5,19.7,-3.8409999999999997,1.4421153515248696E-4,6.753813852383717,5673013.961535278,2.5420620525576716E-11,-10.594813852383716,,,990,,,,-9.646158598654882,
699,-0.388712371306483,999,10.8938138523837,7.83093920537578E10,5.21763598013105E-12,-0.375178215959545,0.100271145934772,11.1146891390909,1.77310296908747,1.60416498484848,0.311400757869701,1.02599396369697E11,8.31426877844936E8,6.98413596,0.385783757521787,0.0135341553469377,Keep,699,-0.388712371306483,999,10.8938138523837,7.83093920537578E10,5.21763598013105E-12,-0.357291840002121,0.100793136659273,12.1752598942424,1.37119047132939,1.80316356090909,0.257109743706007,1.02742579993939E11,8.33857045436305E8,6.79069900606061,0.367432387851476,0.031420531304362,Keep,10.893813852383717,5.217635980131051E-12,999,9.792416554566891E-9,1.3888298076594143E9,5.79491116204543E25,NGC0253,11.892916666666666,-25.292222222222225,37.15,0.22,0.08,3.8,,407,5,,,243,3.7,TRGB,38.28,85,192,1.15,23.1,10.98,11.22,,9.09,276,0.1,NGC0247,0.2,0.66,,7.92,,,11.31,0.05,,10.94,,,11.66,0.05,243,2,18,2004AJ....128...16K,27.84,0.02,-21.15,,0.26,,-0.58,,-1.04,,0.34,,-0.5,,-1.12,9.549925860214369E10,1.6595869074375632E11,1.230268770812381E9,1.8197008586099834,2.1877616239495525,2.003731241279768,0.3018394695621668,2.0037312412797678E9,9.301839469562166,5.729955516128622E10,10.758151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,243.0,5.0,10.98,3.8,7.92,-0.38871237130648323,0.40858990156187547,10.893813852383717,7.830939205375783E10,5.217635980131051E-12,-11.2825262236902,0.020894779314047145,-1.6799622114166315,999,,,,-19.921008620334973,
700,-2.266,1003,7.44381385238372,2.77852208034146E7,1.95068052270081E-10,-2.26841737909091,0.0909216778822578,9.62009293575758,2.04850564275719,11.9908657245455,4.96992437220675,1.980125165E8,1.07012063441792E8,0.969472896848485,0.470133970375581,-0.00241737909090922,Keep,700,-2.266,1003,7.44381385238372,2.77852208034146E7,1.95068052270081E-10,-2.27251925484848,0.0996078687036996,7.02747685424242,1.1991806974648,4.1893629,0.966303129542049,7.3680828430303E7,1.54060562208821E7,1.73226893860606,0.331167400534672,-0.00651925484848492,Keep,7.443813852383717,1.9506805227008144E-10,1003,-4.056252629125571E-8,-3.352848366087057E8,4.480112291429069E22,LV J0944-2254,146.08374999999998,-22.91611111111111,0.32,0.76,0.33,14.6,*,,9,BCD,N,729,10.47,TRGB,1.02,46,,0.0,23.2,7.53,,<,7.41,442,,,,,,17.23,,,,,>,17.4,,,20.04,,729,45,,,30.1,,-13.2,,-2.38,,0.22,,-0.08,,,,,,,3.388441561392027E7,,2.5703957827688646E7,0.004168693834703355,,0.004168693834703355,-2.38,4168693.8347033546,6.62,2.0330649368352164E7,7.308151250383644,807172,PGC807172,6dF J0944201-225458,,,,-,-,146.083614,-22.916083,0,0.218,0.195,36.0,H,1,-5.0,5.0,38.43,719.8,39.2,555.0,40.22,0,0,7.9661,3.2373,5.3058,11.9601,3.534,17.9565,Z,,16.83,,,,0.5,,,0.328,0.0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,0.4621745430776994,7.9661,719.8,-5.0,7.53,14.6,16.829999923706055,-2.266,0.005420008904016238,7.443813852383717,2.7785220803414624E7,1.9506805227008144E-10,-9.709813852383716,1.230375822913188,0.090037788583369,1003,,,,-12.676228845746357,
701,-1.57310768897061,1007,8.58381385238372,3.83542815855502E8,6.96752376428761E-11,-1.52888039454545,0.106433146142182,10.9635572378788,2.24976170698561,4.50838425363636,2.07391080158296,7.18332207424242E8,2.13371431719754E8,2.72410479690909,0.699479538603979,0.0442272944251532,Keep,701,-1.57310768897061,1007,8.58381385238372,3.83542815855502E8,6.96752376428761E-11,-1.55878124121212,0.0933823175737695,11.1326257690909,1.56571377905729,4.04229846060606,0.868095503284155,6.5760652469697E8,6.08342141225772E7,2.82184846121212,0.397353832949708,0.0143264477584866,Keep,8.583813852383717,6.967523764287613E-11,1007,2.4742920183606123,5.496521792529133,7.048564548666661E8,NGC0784,30.319999999999993,28.84361111111111,6.61,0.23,0.26,10.3,,88,8,,,193,5.37,TRGB,10.3,79,39,0.0,24.7,8.67,9.26,,8.53,385,-1.2,Maffei2,-0.8,-0.63,,12.22,,,14.42,0.05,,13.16,,,16.24,0.02,193,1,2,2011AJ....142..170H,28.65,0.02,-16.69,,-1.46,,0.01,,0.12,,-1.33,,0.14,,-0.01,4.677351412871981E8,1.8197008586099825E9,3.3884415613920206E8,0.034673685045253165,0.046773514128719815,0.040723599586986486,-1.3901538413865826,4.072359958698648E7,7.609846158613418,2.8064108477231884E8,8.448151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,193.0,8.0,8.67,10.3,12.22,-1.5731076889706077,0.026723436840950014,8.583813852383717,3.835428158555025E8,6.967523764287613E-11,-10.156921541354324,1.1749997889021166,0.0700377885833686,1007,,,,-16.429871428497776,
702,-6.039,1011,6.33381385238372,2156819.75335421,4.23824587125862E-13,-6.02643782757576,0.100669814484977,12.1740678112121,0.999207528135725,1.20284438212121,0.112561706167355,2805077.58757576,21556.6241225364,10.1353653181818,0.294463596294409,0.0125621724242411,Keep,702,-6.039,1011,6.33381385238372,2156819.75335421,4.23824587125862E-13,-6.01929872606061,0.100631800994669,12.4683654324242,0.953784493807149,1.23823814121212,0.110400946690387,2805086.03090909,21663.9503833992,10.0845548812121,0.299412465308539,0.0197012739393925,Keep,6.333813852383717,4.23824587125862E-13,1011,1.1096040806439257E-8,1.225662399520705E9,1.0097243340668255E20,SexDSph,153.26249999999996,-1.6144444444444446,30.2,0.65,0.21,7.0,*,19,-3,Sph,X,227,0.09,TRGB,0.83,64,3,0.0,27.2,6.42,5.87,<,4.01,9,2.7,Milky Way,2.7,1.75,,11.3,,,21.54,0.4,>,15.57,,,,,227,3,1,2017MNRAS.465.2420W,19.77,,-8.68,,,,,,,,-7.77,,-4.06,,1.91,2630267.9918953814,741310.2413009177,10232.929922807536,,1.698243652461746E-8,1.698243652461746E-8,-7.77,16.982436524617455,1.2300000000000002,1578160.7951372287,6.198151250383644,88608,PGC088608,Sextans dSph,Sextans Dwarf Spheroidal,,,-,-,153.2622,-1.6145,1,14.996,5.997,56.0,H,1,-3.0,2.0,90.0,225.8,0.4,174.2,11.93,11,1,0.0893,0.0059,0.0828,0.0947,0.077,0.0985,N,,12.0,10.4,10.4,,0.5,0.5,0.5,0.204,0.0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,1.097940860450158,0.0893,225.8,-3.0,6.42,7.0,12.0,-6.038999999999999,9.141132414702527E-7,6.333813852383717,2156819.7533542127,4.23824587125862E-13,-12.372813852383715,0.006310122473687721,-2.199962211416631,1011,,1.6000004,,-7.754257294442731,
703,-2.271261095415,1014,7.56381385238372,3.6628054556379E7,1.46192486292675E-10,-2.24269338393939,0.0849868779176819,10.8388709178788,2.05730327733182,11.0809483615152,4.91165846051531,1.93127176378788E8,1.0140644428971E8,1.198411848,0.560462734391902,0.0285677114756013,Keep,703,-2.271261095415,1014,7.56381385238372,3.6628054556379E7,1.46192486292675E-10,-2.27582180030303,0.099693275379232,8.22677630424242,1.4010868042621,4.20672843424242,0.973789430105888,8.28488222272727E7,1.39171748708158E7,2.01376492554545,0.351384166659099,-0.00456070488803473,Keep,7.563813852383717,1.4619248629267533E-10,1014,0.755714195267813,17.9962214355129,2.7149707670875907E8,UGC02684,50.098749999999995,17.295,1.95,0.5,0.6,13.5,,79,10,Ir,N,350,7.08,TRGB,4.45,72,36,0.0,26.0,7.65,8.83,,7.99,438,,,,,,16.29,,,17.83,0.22,,15.1,,,20.28,0.04,350,4,4,2005ApJS..160..149S,29.25,,-13.56,,-2.76,,-0.27,,0.88,,-2.19,,0.3,,0.31,4.466835921509635E7,6.760829753919818E8,9.772372209558111E7,0.0017378008287493763,0.006456542290346556,0.004097171559547966,-2.387515850592851,4097171.559547966,6.612484149407149,2.680101552905781E7,7.428151250383644,12514,UGC02684,UGC 02684,,,,1237673283051651432,-,50.097971,17.296132,1,0.859,0.441,104.0,H,1,10.0,0.5,70.78,351.3,2.0,309.3,12.4,0,0,4.548,2.0507,2.8973,7.1392,1.8458,11.2065,Z,,16.817,15.825,15.825,,0.887,0.121,0.121,0.612,0.538,,,,,0,0,0,0,18.137537,17.366201,13.779082,9.300591,0.304396,0.555462,1.422906,0.586278,0,0,,,,,,,0,24.556,22.685,22.286,21.146,19.615,2.528,0.385,0.418,0.224,0.205,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,4.87614333873286,4.548,351.3,10.0,7.65,13.5,16.816999435424805,-2.2712610954149954,0.005354746363660802,7.563813852383717,3.6628054556379005E7,1.4619248629267533E-10,-9.835074947798713,3.548442633966956,0.5500377885833689,1014,0.39900017,0.9919996,,-11.472102844653682,-9.45416126442555
704,-0.936,1020,9.98381385238372,9.63415995050415E9,1.20277986052587E-11,-0.919803721757576,0.0990043525747753,10.8474773612121,1.99809913623712,1.89187326393939,0.44562199067944,1.28026447545455E10,1.44222321194066E8,5.81834213757576,0.441592907344119,0.0161962782424242,Keep,704,-0.936,1020,9.98381385238372,9.63415995050415E9,1.20277986052587E-11,-0.896559865090909,0.101515808742562,12.2183467054545,1.39341246276023,2.22374171939394,0.346823287973316,1.28724122454545E10,1.56685778847919E8,5.54409129848485,0.40144588724973,0.0394401349090908,Keep,9.983813852383717,1.2027798605258659E-11,1020,8.29112718074603E-9,1.640307729398053E9,2.2925127407598606E25,NGC1637,70.36749999999999,-2.8580555555555556,4.37,0.79,0.17,8.0,,188,6,,,713,9.29,SN,12.12,39,133,0.14,23.1,10.07,10.4,,9.01,646,-2.3,UGC03174,-1.8,,,11.47,,,,,,13.14,,,15.01,0.18,713,18,,2005MNRAS.361...34D,29.84,0.11,-18.68,,-0.48,,-0.41,,-0.38,,,,,,,1.1748975549395304E10,2.511886431509582E10,1.0232929922807536E9,0.3311311214825911,,0.3311311214825911,-0.48,3.311311214825911E8,8.52,7.049385329637182E9,9.848151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29,713.0,6.0,10.07,8.0,11.47,-0.9359999999999999,0.11587773561551262,9.983813852383717,9.634159950504148E9,1.2027798605258659E-11,-10.919813852383717,0.1412660456879983,-0.8499622114166313,1020,,,,-18.370078569968207,
