dw1330-34         , 133002.0-340014, -2,  -9.60,       ,       ,       , <-4.85, <-1.51, > 1.73
dw1330-33         , 133004.0-335006, -2,  -8.12,       ,       ,       , <-4.83, <-0.89, > 1.71
CenA-MM-Dw1       , 133014.3-415336, -2, -12.10,       ,       ,       , <-4.82, <-2.47, > 2.61
CenA-MM-Dw3       , 133021.5-421133, -2, -11.94,       ,       ,       , <-4.86, <-2.45, > 1.54
dw1330-38         , 133041.0-381003, -1,  -8.02,       ,       ,       , <-5.19, <-1.21, > 1.96
UGC08508          , 133044.4+545436, 10, -13.07,  -2.66,  -0.06,   0.08,       ,       ,       
dw1330-32         , 133054.0-321821, 10,  -9.47,       ,       ,       , <-4.87, <-0.77, > 1.75
dw1331-40         , 133126.0-401547, -1,  -7.10,       ,       ,       , <-5.08, <-0.73, > 1.85
AGC238890         , 133230.3+250725,  9, -12.10,  -4.15,  -1.11,   0.65,       ,       ,       
UGCA361           , 133236.2+494949, -1, -12.95, <-4.43, <-2.43,       ,  -4.08,  -2.08,       
CenA-MM-Dw9       , 133301.5-423148, -2,  -9.91,       ,       ,       , <-4.90, <-1.68, > 1.56
KK207             , 133325.7+563000, 10, -10.54,       ,       ,       ,  -3.78,  -0.11,       
CenA-MM-Dw8       , 133334.1-413628, -2, -10.19,       ,       ,       , <-5.07, <-1.96, > 1.65
NGC5206           , 133343.9-480904, -3, -16.43, <-4.40, <-3.21, > 1.07,       ,       ,       
NGC5229           , 133402.9+475455,  7, -15.84,  -1.49,   0.08,   0.19,  -1.36,   0.21,   0.06
NGC5238           , 133442.7+513650, 10, -14.77,  -1.96,   0.16,  -0.49,  -1.99,   0.13,  -0.46
ESO270-017        , 133447.3-453251,  8, -18.48,  -0.81,  -0.42,   0.11,       ,       ,       
dw1335-29         , 133546.0-294224, -2,  -9.60,       ,       ,       , <-4.87, <-1.53, > 1.77
UGCA365           , 133630.8-291411, 10, -13.41,  -4.42,  -2.02,   1.84,  -2.77,  -0.37,   0.19
dw1336-32         , 133633.0-321805, -2, -10.59,       ,       ,       , <-4.85, <-1.90, > 1.73
KK208             , 133635.5-293415, -3, -13.14, <-5.18, <-3.25, > 2.00,  -5.16,  -3.23,   1.98
dw1336-44         , 133644.0-442650, 10,  -9.00,       ,       ,       , <-5.02, <-0.74, > 1.77
MCG +08-25-028    , 133644.8+443557, 10, -13.81,  -2.45,  -0.09,       ,  -2.46,  -0.10,       
NGC5236           , 133700.1-295204,  5, -20.63,   0.44,  -0.28,  -0.32,   0.20,  -0.52,  -0.08
HIDEEP J1337-33   , 133700.6-332147, 10, -11.20, <-4.81, <-1.41, > 1.65,  -3.52,  -0.12,   0.36
dw1337-33         , 133702.0-333125, 10, -10.66,       ,       ,       , <-4.88, <-1.26, > 1.76
dw1337-26         , 133713.0-264810, -2, -10.31,       ,       ,       , <-4.84, <-1.78, > 1.72
ESO444-084        , 133720.2-280246, 10, -13.56,  -2.53,   0.00,   0.56,  -2.28,   0.25,   0.31
HIPASS J1337-39   , 133725.1-395352, 10, -12.35, <-4.69, <-1.77, > 2.42,  -2.69,   0.23,   0.42
NGC5237           , 133738.9-425051,  9, -14.82,  -2.26,  -0.55,  -0.13,  -2.38,  -0.67,  -0.01
dw1337-41         , 133755.0-415411, -1,  -8.85,       ,       ,       , <-5.08, <-1.44, > 1.85
dw1338+50         , 133849.0+500110, -1, -10.32,       ,       ,       , <-4.53, <-1.47,       
UGC08638          , 133919.4+244633, 10, -13.75,  -2.42,  -0.25,  -0.37,  -2.26,  -0.09,  -0.53
UGC08647          , 133948.0+311725,  8, -13.46,  -2.44,  -0.04,   0.46,  -2.43,  -0.03,   0.45
DDO181            , 133953.8+404421, 10, -13.27,  -2.61,  -0.03,   0.10,  -2.47,   0.11,  -0.04
NGC5253           , 133955.8-313824,  8, -17.05,  -0.64,   0.42,  -1.32,  -1.09,  -0.03,  -0.87
IC4316            , 134018.1-285340, 10, -14.39,  -2.63,  -0.71,  -0.20,  -2.38,  -0.46,  -0.45
dw1340-30         , 134019.0-302135, -2,  -9.09,       ,       ,       , <-4.82, <-1.27, > 1.73
dw1340+45         , 134037.0+454154, 10, -11.22,       ,       ,       ,  -2.93,   0.47,       
dw1341-33         , 134113.0-334930, -2, -10.26,       ,       ,       , <-4.88, <-1.80, > 1.76
NGC5264           , 134137.0-295450,  8, -16.02,  -1.92,  -0.66,  -0.25,  -1.83,  -0.57,  -0.34
dw1341-43         , 134137.0-435117, -1, -10.54,       ,       ,       , <-5.09, <-2.12, > 1.85
KK211             , 134205.6-451218, -2, -11.99, <-5.39, <-3.00, > 1.30, <-4.92, <-2.53, > 0.83
LV J1342+4840     , 134220.1+484057,  9, -13.36,  -3.37,  -0.83,       ,       ,       ,       
DDO182            , 134232.6+393930, 10, -14.10,  -2.11,   0.14,   0.28,  -1.72,   0.53,  -0.11
dw1342-43         , 134244.0-431519, -1,  -9.14,       ,       ,       , <-5.29, <-1.76, > 1.87
dw1343+58         , 134307.0+581340,  9, -13.02,  -3.36,  -0.68,   0.15,  -2.75,  -0.07,  -0.46
KK213             , 134335.8-434609, -3, -11.41, <-5.38, <-2.76, > 1.87,       ,       ,       
dw1343-34         , 134349.0-345607, -1,  -8.40,       ,       ,       , <-4.88, <-1.05, > 1.92
ESO325-011        , 134500.8-415132, 10, -14.02,  -1.88,   0.40,  -0.12,       ,       ,       
[KK2000] 58       , 134600.8-361944, -3, -10.49, <-5.51, <-2.52, > 1.14,       ,       ,       
KK218             , 134639.5-295845, -3, -10.40, <-5.18, <-2.16, > 0.67, <-4.83, <-1.81, > 0.32
ESO383-087        , 134918.8-360341,  8, -16.83,  -1.49,  -0.40,  -0.56,  -1.45,  -0.36,  -0.60
DDO183            , 135051.1+380116, 10, -13.22,  -3.12,  -0.52,   0.58,  -2.52,   0.08,  -0.02
dw1350+5441       , 135058.3+544120, -1, -11.46,       ,       ,       , <-4.79, <-2.19,       
KDG229            , 135341.6+600304, -1, -14.43,       ,       ,       ,  -4.28,  -2.87,       
KKH86             , 135433.6+041435, 10, -10.32,  -6.04,  -2.42,   2.09,  -4.17,  -0.55,   0.22
HolmIV            , 135445.1+535417,  8, -15.60,  -1.68,  -0.16,   0.17,       ,       ,       
UGC08833          , 135448.7+355015, 10, -12.31,  -3.34,  -0.62,   0.52,  -2.85,  -0.13,   0.03
dw1355+51         , 135511.0+515429, -1, -10.29,       ,       ,       , <-4.71, <-1.64,       
M101Dw9           , 135544.6+550845, -2,  -8.28,       ,       ,       , <-4.62, <-0.75,       
KK227             , 135610.1+401812, -2, -12.32,       ,       ,       , <-4.48, <-2.22,       
dw1357-28         , 135700.0-285515, -1,  -8.87,       ,       ,       , <-4.88, <-1.24, > 1.92
ESO384-016        , 135701.6-352002,  9, -13.47, <-4.65, <-2.34, > 1.47,  -3.36,  -1.05,   0.18
BootesIII         , 135712.0+264800, -3,  -5.85,       ,       ,       , <-9.00, <-4.16, > 2.11
UGC08882          , 135714.6+540603, -1, -13.83,  -4.37,  -1.74,       ,  -4.15,  -1.52,       
BootesII          , 135808.0+125054, -2,  -1.86,       ,       ,       ,  -8.90,  -2.46,   0.65
BootesI           , 140005.0+143015, -2,  -5.49,       ,       ,       , <-8.73, <-3.74, > 1.25
NGC5398           , 140122.2-330352,  7, -18.04, <-1.05, <-0.29, > 0.01,  -0.73,   0.03,  -0.31
dw1401-32         , 140125.0-323746, -1,  -9.81,       ,       ,       , <-4.87, <-1.61, > 1.91
M101Dw10          , 140140.4+550057, -2,  -9.87,       ,       ,       , <-3.50, <-0.26,       
M101-df3          , 140305.7+533656, -2, -10.80,       ,       ,       , <-4.76, <-1.89,       
MESSIER101        , 140312.8+542102,  6, -20.99,   0.46,  -0.20,  -0.47,   0.52,  -0.14,  -0.53
dw1403-33         , 140318.0-332414, -1,  -9.50,       ,       ,       , <-4.86, <-1.48, > 1.90
NGC5408           , 140321.5-412235,  9, -16.73,  -0.83,   0.73,  -0.56,       ,       ,       
M101-df1          , 140345.0+535640, 10,  -9.78,       ,       ,       ,  -5.27,  -1.30,       
M101dwD           , 140424.6+531619, -2, -13.07,       ,       ,       , <-3.50, <-1.54,       
M101-df5          , 140428.1+553700, -1, -13.83,       ,       ,       ,  -3.83,  -2.18,       
PGC2448110        , 140457.8+534129, 10, -11.93,  -1.92,   1.19,       ,  -2.82,   0.29,       
NGC5474           , 140502.1+533947,  8, -17.79,  -0.89,   0.04,   0.03,  -0.69,   0.24,  -0.17
M101dwC           , 140518.0+545356, -1, -12.08,       ,       ,       , <-3.49, <-1.14,       
NGC5477           , 140533.1+542739,  9, -15.01,  -1.62,   0.26,   0.35,  -1.51,   0.37,   0.24
M101-df7          , 140548.3+550758, -2, -11.30,       ,       ,       , <-3.52, <-0.86,       
dw1406-29         , 140641.0-290810, -1,  -9.79,       ,       ,       , <-4.89, <-1.62, > 1.93
M101-dwA          , 140650.2+534432, -2,  -9.33,       ,       ,       , <-4.74, <-1.29,       
KK230             , 140710.7+350337, 10,  -9.28,  -5.47,  -1.52,   1.95,  -3.78,   0.17,   0.26
M101Dw7           , 140721.0+550351, -2,  -7.98,       ,       ,       , <-4.68, <-0.69,       
M101-df4          , 140733.4+544236, 10, -13.00,       ,       ,       , <-3.51, <-0.82,       
M101-df6          , 140819.0+551124, 10, -11.76,       ,       ,       , <-3.51, <-0.33,       
M101-df2          , 140837.5+541931, -2,  -9.46, <-4.59, <-1.19,       ,       ,       ,       
dw1408+56         , 140841.0+565538, 10, -14.05,       ,       ,       , <-3.50, <-1.24, > 1.47
M101dwB           , 140843.1+550957, 10, -12.19,       ,       ,       , <-3.48, <-0.47, > 1.44
dw1409-33         , 140903.0-334940, -1,  -9.81,       ,       ,       , <-4.86, <-1.60, > 1.90
M101Dw11          , 141004.8+541529, -2, -11.29,       ,       ,       , <-3.48, <-0.81,       
dw1410-34         , 141047.0-345207, 10, -10.71,       ,       ,       , <-4.86, <-1.26, > 1.90
M101Dw14          , 141103.2+535650, -2, -11.18,       ,       ,       , <-3.49, <-0.78,       
dw1412+56         , 141211.0+560831, -1,  -9.60,       ,       ,       , <-4.70, <-1.36,       
dw1413-34         , 141308.0-342333, -1,  -8.28,       ,       ,       , <-4.86, <-0.99, > 1.90
CIRCINUS          , 141309.3-652021,  3, -20.65,   0.04,  -0.43,  -0.61,       ,       ,       
KKH87             , 141509.4+570515, 10, -13.69,  -2.54,  -0.13,   0.64,  -2.24,   0.17,   0.34
dw1415-32         , 141541.0-323421, 10,  -9.58,       ,       ,       , <-4.86, <-0.81, > 1.90
DDO187            , 141556.5+230319, 10, -12.53,  -3.97,  -0.89,   1.20,  -2.98,   0.10,   0.21
dw1416+57         , 141659.0+575439, -1,  -9.99,       ,       ,       , <-4.71, <-1.52,       
KKR08             , 141914.8+030726, -2, -13.63,       ,       ,       , <-3.95, <-2.22, > 1.64
NGC5585           , 141948.3+564349,  7, -18.25,  -0.90,   0.03,   0.03,  -0.62,   0.31,  -0.25
DDO190            , 142443.5+443133,  9, -14.21,  -2.63,  -0.42,   0.28,  -2.24,  -0.03,  -0.11
PGC051659         , 142803.7-461806, 10, -13.15,  -3.59,  -0.97,   1.50,       ,       ,       
Centaurus A-dE5   , 143005.0-332845, 10, -11.67, <-4.64, <-1.42, > 0.93, <-4.26, <-1.04, > 0.55
ESO222-010        , 143503.0-492518, 10, -12.27,  -2.90,   0.08,   0.28,       ,       ,       
DDO194            , 143524.6+571524,  8, -14.36,  -3.35,  -1.31,   1.31,  -2.37,  -0.33,   0.33
MRK0475           , 143905.4+364822,  9, -13.46,  -1.50,   1.00,  -1.89,  -2.24,   0.26,  -1.15
ESO272-025        , 144325.5-444219, 10, -13.86,  -2.64,  -0.12,  -0.49,       ,       ,       
KKR11             , 144444.2+553517, 10, -13.17,       ,       ,       ,  -2.73,  -0.11,   0.65
dw1446+58         , 144600.0+583404, 10, -10.59,       ,       ,       ,  -3.53,   0.12,       
UGC09540          , 144852.0+344243, 10, -13.18,  -2.06,   0.55,   0.18,  -2.10,   0.51,   0.22
ESO223-009        , 150108.5-481733, 10, -16.32,  -1.00,  -0.04,  -0.08,       ,       ,       
UGC09660          , 150109.3+444153,  9, -15.90,  -1.56,  -0.11,  -0.08,  -1.48,  -0.03,  -0.16
UMin              , 150911.3+671252, -3,  -7.13,       ,       ,       , <-8.76, <-4.43, > 0.48
ESO274-001        , 151413.5-464845,  7, -17.35,  -1.35,  -0.13,  -0.20,       ,       ,       
KKR18             , 151754.5+161844, 10, -13.83,       ,       ,       ,  -2.10,   0.25,  -0.28
UGC09893          , 153257.1+462709,  9, -15.00,  -2.79,  -0.90,   0.85,  -1.86,   0.03,  -0.08
UGC09992          , 154147.8+671515, 10, -15.02,  -1.93,  -0.05,   0.46,  -1.64,   0.24,   0.17
PGC057323         , 160936.8-043716,  8, -15.71,       ,       ,       ,  -1.46,   0.04,  -0.12
KKR25             , 161347.6+542216, -1,  -9.44,  -5.09,  -1.68,   0.15,       ,       ,       
ESO137-018        , 162059.3-602915,  6, -17.90,  -1.31,  -0.72,   0.03,       ,       ,       
Hercules          , 163103.6+124724, -3,  -6.10,       ,       ,       , <-7.88, <-3.14, > 0.73
KDG235            , 170025.3+701724, 10, -13.48,  -2.74,  -0.25,   0.74,  -2.48,   0.01,   0.48
Draco             , 172001.4+575434, -3,  -8.74,       ,       ,       , <-8.52, <-4.83, > 0.77
Milky Way         , 174540.0-290028,  4, -20.80,       ,       ,       ,   0.22,  -0.43,       
IC4662            , 174706.3-643825,  9, -15.61,  -1.12,   0.29,  -0.51,  -1.37,   0.04,  -0.26
NGC6503           , 174927.6+700841,  6, -18.69,  -0.37,  -0.24,  -0.64,  -0.56,  -0.43,  -0.45
KK242             , 175248.4+700814, 10, -10.55,  -4.70,  -1.04,   1.01,  -4.06,  -0.40,   0.37
IC4710            , 182838.0-665856,  8, -17.21,  -0.87,   0.03,  -0.40,  -0.86,   0.04,  -0.41
ESO104-022        , 185541.2-644839, 10, -14.49,  -1.77,   0.32,   0.43,  -2.06,   0.03,   0.72
NGC6744dwTBGa     , 190556.0-631619, -2, -10.81,       ,       ,       , <-4.52, <-1.66,       
[KK2000] 70       , 190658.9-635757, 10, -12.63,       ,       ,       ,  -4.75,  -1.92,       
dw1907-6342       , 190722.6-634222, -1, -11.38,       ,       ,       , <-4.48, <-1.85,       
UGC11411          , 190842.3+701702,  9, -14.01,  -1.72,   0.57,       ,  -1.84,   0.45,       
[KK2000] 71       , 190844.0-634353, 10, -13.94,       ,       ,       ,  -2.02,   0.29,       
NGC6744           , 190945.9-635128,  4, -21.26,   0.35,  -0.42,   0.09,   0.54,  -0.23,  -0.10
Bedin I           , 191045.8-595502, -2,  -9.01,       ,       ,       , <-4.38, <-0.80,       
ESO104-044        , 191123.1-641309, 10, -15.14,  -2.61,  -0.78,   1.21,  -2.15,  -0.32,   0.75
[KK2000] 72       , 191222.9-635122, 10, -12.16,       ,       ,       ,  -2.97,   0.05,       
NGC6744dwTBGb     , 191246.8-633949, 10,  -9.06,       ,       ,       , <-4.33, <-0.07,       
AM1909-615        , 191353.5-615449,  8, -13.98,       ,       ,       ,  -3.70,  -1.51,   2.09
NGC6789           , 191641.8+635822,  9, -14.29,  -2.61,  -0.42,  -0.79,  -2.60,  -0.41,  -0.80
Sag dIr           , 192959.0-174041, 10, -11.57,  -4.04,  -0.45,   1.14,  -3.11,   0.48,   0.21
IC4870            , 193737.6-654843,  9, -15.64,  -1.32,   0.47,   0.07,  -1.19,   0.60,  -0.06
NGC6822           , 194457.7-144811, 10, -15.33,  -1.90,  -0.14,   0.22,  -1.78,  -0.02,   0.10
LV J1952+1428     , 195211.8+142824,  9, -13.82,  -2.94,  -0.58,   0.26,       ,       ,       
KK246             , 200357.4-314054, 10, -13.40,       ,       ,       ,  -2.54,  -0.11,   0.63
IC4951            , 200931.8-615102,  8, -16.27,  -1.45,  -0.17,   0.28,  -1.19,   0.09,   0.02
UGC11583          , 203015.3+602625, 10, -14.73,  -2.56,  -0.57,   1.13,       ,       ,       
KK251             , 203032.0+602113, 10, -14.22,  -2.48,  -0.28,   0.89,       ,       ,       
KK252             , 203132.6+604848, 10, -14.69,  -2.62,  -0.61,   0.03,       ,       ,       
NGC6946           , 203451.1+600915,  6, -21.41,   0.63,  -0.23,  -0.39,   0.51,  -0.35,  -0.27
KKR55             , 204520.8+602440, 10, -15.38,  -1.93,  -0.20,  -0.07,       ,       ,       
DDO210            , 204651.8-125053, 10, -11.17,  -5.34,  -1.99,   1.93,  -3.86,  -0.51,   0.45
KKR56             , 204824.1+583706, 10, -14.98,  -2.57,  -0.68,       ,       ,       ,       
Cepheus1          , 205109.7+565324,  8, -18.13,  -1.54,  -1.01,   0.94,       ,       ,       
IC5052            , 205206.2-691214,  7, -17.87,  -1.12,  -0.25,   0.06,  -0.83,   0.04,  -0.23
KKR59             , 210324.2+571714,  8, -17.60,  -1.17,  -0.43,       ,       ,       ,       
KKR60             , 210553.0+571219, 10, -16.01,  -1.34,   0.14,       ,       ,       ,       
Segue 3           , 212131.0+190702, -3,  -0.60, <-9.86, <-2.92,       , <-9.67, <-2.73,       
NGC7090           , 213628.6-543326,  6, -19.35,  -0.31,  -0.20,  -0.30,  -0.37,  -0.26,  -0.24
IC5152            , 220241.9-511743,  9, -15.56,  -2.23,  -0.81,   0.37,  -1.55,  -0.13,  -0.31
Dw2215-4528       , 221525.4-452837, -2, -10.97,       ,       ,       , <-4.52, <-1.72,       
Dw2216-4539       , 221607.4-453911, -2, -12.65,       ,       ,       , <-4.54, <-2.41,       
Dw2217-4633       , 221732.4-463350, -2, -11.64,       ,       ,       , <-4.54, <-2.01,       
6dF J2218489-461303,221848.7-461305,  9, -14.05,       ,       ,       ,  -2.10,   0.17,  -0.59
IC5201            , 222057.4-460203,  6, -19.22,  -0.51,  -0.56,   0.32,  -0.19,  -0.24,   0.00
Dw2221-4608       , 222103.4-460802, 10, -10.03,       ,       ,       ,  -4.15,  -0.28,       
ESO289-020        , 222111.5-454034,  8, -14.34,       ,       ,       ,  -2.18,  -0.13,   0.11
Dw2221-4607       , 222143.2-460701, 10,  -9.73,       ,       ,       , <-4.55, <-0.56,       
ESO238-005        , 222230.1-482418, 10, -14.90,  -2.27,  -0.35,   0.75,  -1.97,  -0.05,   0.45
AM2220-460        , 222343.0-455256, 10, -13.41,       ,       ,       ,  -2.24,   0.28,  -0.09
Pegasus III       , 222422.6+052512, -2,  -3.40, <-7.54, <-1.72,       ,       ,       ,       
Dw2227-4623       , 222706.7-462310, 10, -13.32,       ,       ,       ,  -3.32,  -0.76,       
And XXVIII        , 223241.2+311258, -1,  -7.72, <-6.60, <-2.51,       ,       ,       ,       
Aquarius 2        , 223355.5-091939, -2,  -3.70,       ,       ,       ,  -7.68,  -1.98,       
DDO215            , 223908.8-044537,  9, -14.89,       ,       ,       ,  -2.01,  -0.08,   0.32
KK258             , 224043.9-304759, -3, -10.51,  -4.68,  -1.70,   0.56,  -4.48,  -1.50,   0.36
Tucana            , 224149.0-642512, -1,  -9.26,       ,       ,       ,  -6.00,  -2.52,   1.63
Tucana B          , 224700.5-582427, -2,  -6.33,       ,       ,       , <-6.26, <-1.61,       
Lac I             , 225816.3+411728, -3, -10.97, <-6.42, <-3.62,       ,       ,       ,       
PiscesII          , 225831.0+055709, -3,  -4.38,  -7.50,  -2.07,       ,  -7.56,  -2.13,       
AGC322463         , 225935.3+164611, 10, -12.75,  -2.75,   0.04,  -0.17,  -2.84,  -0.05,  -0.08
NGC7462           , 230247.2-405006,  6, -18.15,       ,       ,       ,  -0.40,   0.25,  -0.66
ApplesI           , 231503.3-423222, -3,  -8.25,       ,       ,       , <-4.54, <-0.66,       
NGC7640           , 232206.6+405044,  5, -19.30,  -0.45,  -0.08,   0.14,       ,       ,       
UGC12588          , 232442.4+412053,  8, -16.20,  -1.28,   0.02,  -0.37,       ,       ,       
UGCA438           , 232627.5-322326, 10, -12.90,  -3.84,  -1.29,   1.22,  -2.65,  -0.10,   0.03
Cas dSph          , 232631.8+504032, -3, -11.76,  -6.11,  -3.63,   1.87, <-5.95, <-3.47, > 1.71
ESO347-017        , 232656.1-372049,  9, -15.01,  -1.68,   0.20,   0.05,  -1.61,   0.27,  -0.02
Pegasus           , 232834.1+144448, 10, -12.00,  -4.37,  -1.58,   1.24,  -3.54,  -0.75,   0.41
DDO217            , 232958.7+405925,  8, -17.67,  -1.13,  -0.41,   0.21,  -1.05,  -0.33,   0.13
IC5332            , 233427.5-360606,  7, -18.90,  -0.39,   0.00,  -0.17,  -0.26,   0.13,  -0.30
NGC7713           , 233615.0-375620,  6, -18.38,  -0.64,   0.06,  -0.49,       ,       ,       
UGC12713          , 233814.5+304233,  7, -15.95,  -1.61,  -0.37,   0.16,  -1.57,  -0.33,   0.12
PGC680341         , 234147.5-330841, 10, -12.24,       ,       ,       ,  -2.89,   0.10,  -0.12
UGCA442           , 234346.0-315733,  8, -14.71,  -2.18,  -0.07,   0.53,  -1.84,   0.27,   0.19
KKH98             , 234534.0+384304, 10, -10.89,  -3.57,  -0.06,   0.19,  -3.27,   0.24,  -0.11
ESO348-009        , 234923.4-374625, 10, -15.55,  -2.06,  -0.40,   0.83,  -1.60,   0.06,   0.37
Peg dSph          , 235147.3+243453, -3, -10.67,  -6.37,  -3.45,   0.71, <-6.38, <-3.46, > 0.72
ESO149-003        , 235202.8-523439, 10, -14.24,  -2.23,  -0.04,   0.26,  -1.79,   0.40,  -0.18
And XXI           , 235447.7+422815, -3,  -8.47, <-6.31, <-2.51,       , <-6.24, <-2.44,       
PAndAS-01         , 235712.0+433308, -3,  -6.97, <-6.35, <-1.95,       , <-6.33, <-1.93,       
NGC7793           , 235749.4-323524,  6, -18.34,  -0.45,  -0.01,  -0.72,  -0.42,   0.02,  -0.75
PAndAS-02         , 235755.6+414649, -3,  -6.24, <-6.34, <-1.65,       , <-6.28, <-1.59,       
And XXIX          , 235855.6+304520, -2,  -7.52,  -6.54,  -2.36,       , <-6.54, <-2.36,       
