dw1044+1351       , 104438.2+135132, -1, -10.56,       ,       ,       , <-4.21, <-1.25,       
LeG13             , 104457.6+115458, 10, -12.41, <-3.64, <-0.72, > 0.49,  -3.04,  -0.12,  -0.11
dw1045+14b        , 104556.0+141337, 10, -10.19,       ,       ,       , <-4.30, <-0.49,       
dw1045+16         , 104556.5+165500, -2, -11.38,       ,       ,       , <-4.31, <-1.68,       
dw1045+13         , 104558.1+133252, -2, -10.42,       ,       ,       , <-4.29, <-1.27,       
LeG14             , 104614.4+125736, -3, -11.40,       ,       ,       , <-4.34, <-1.72, > 1.50
KK93              , 104624.8+140130, -3, -12.02,       ,       ,       , <-4.36, <-1.98, > 1.50
LeG16             , 104630.0+114521, -2, -11.96,       ,       ,       , <-4.25, <-1.85,       
NGC3368           , 104645.8+114911,  3, -20.40,  -0.36,  -1.06,  -0.33,  -0.54,  -1.24,  -0.15
LeG18             , 104653.3+124440, 10, -11.92,       ,       ,       ,  -4.39,  -1.27,   1.65
LeG19             , 104654.8+124717, -1, -11.61, <-4.20, <-1.66,       , <-4.33, <-1.79,       
KK94              , 104657.3+125954, 10, -12.67,       ,       ,       ,  -4.35,  -1.53,   2.15
dw1047+16         , 104700.3+160850, 10, -11.89,       ,       ,       , <-4.31, <-1.18,       
LeG21             , 104700.8+125735, 10, -11.23,       ,       ,       ,  -4.08,  -0.69,   1.39
NGC3368dwTBG      , 104708.0+111702, -2, -10.55,       ,       ,       , <-4.31, <-1.34,       
M96-DF7           , 104713.5+124809, -2, -11.23,       ,       ,       , <-4.34, <-1.65,       
DDO088            , 104722.3+140413,  9, -15.76,  -2.00,  -0.42,   0.23,  -1.74,  -0.16,  -0.03
M96-DF2           , 104740.6+120256, -2, -10.25,       ,       ,       , <-4.30, <-1.21,       
ESO318-013        , 104741.9-385115,  8, -14.56,       ,       ,       ,  -2.05,  -0.09,   0.24
NGC3377           , 104742.4+135908, -2, -19.00,  -1.79,  -2.03,       ,  -2.29,  -2.53,       
BST1047+1156      , 104743.8+115601, 10, -10.16,       ,       ,       ,  -3.78,   0.04,   1.52
NGC3379           , 104749.6+123454, -3, -20.14,  -3.10,  -3.88,       ,       ,       ,       
M96-DF1           , 104813.1+115806, -2, -10.38,       ,       ,       , <-4.31, <-1.28,       
NGC3384           , 104816.9+123745, -1, -19.14, <-4.37, <-4.80,       ,       ,       ,       
dw1048+13         , 104835.8+130336, -2, -10.15,       ,       ,       , <-4.27, <-1.15,       
PGC032348         , 104853.7+140728, -1, -14.97,       ,       ,       , <-4.08, <-2.88, > 1.39
UGC05923          , 104907.6+065502,  7, -17.46,  -1.26,  -0.48,  -0.12,  -1.35,  -0.57,  -0.03
dw1049+12a        , 104911.4+124734, 10, -10.63,       ,       ,       ,  -4.67,  -1.04,       
dw1049+15         , 104913.9+155822, 10, -11.39,       ,       ,       , <-4.31, <-0.98,       
Willman1          , 104921.0+510260, -2,  -1.92, <-9.07, <-2.65, > 2.16,  -8.51,  -2.09,   1.60
dw1049+12b        , 104926.0+123309, -2, -10.96,       ,       ,       , <-4.28, <-1.48,       
DDO087            , 104936.5+653150, 10, -14.57,  -2.37,  -0.66,   0.85,  -1.90,  -0.19,   0.38
LeG22             , 104937.1+112106, 10, -12.22,       ,       ,       , <-4.29, <-1.29,       
MRK1265           , 104940.4+225019,  9, -12.54,       ,       ,       ,  -2.38,   0.49,  -0.31
AGC740112         , 104955.4+230406, -1, -12.48,       ,       ,       ,  -4.65,  -2.46,   1.82
UGC05944          , 105019.1+131619, -1, -14.75,       ,       ,       ,  -4.38,  -2.85,       
KK96              , 105027.1+122139, -3, -12.82,       ,       ,       ,  -4.40,  -2.34,       
NGC3412           , 105053.3+132444, -1, -18.95,  -1.44,  -1.66,  -0.55,  -2.40,  -2.62,   0.41
LSBC D640-11      , 105101.4+132002, -1, -13.59,       ,       ,       ,  -4.22,  -2.47,       
dw1051+11         , 105103.0+110113, -2, -12.09,       ,       ,       , <-4.31, <-1.96,       
Dw1051+6416       , 105116.1+641641, -2,  -8.83,       ,       ,       , <-4.67, <-1.02,       
NGC3413           , 105120.7+324559,  8, -17.46,  -0.92,  -0.12,  -0.12,  -1.04,  -0.24,   0.00
LeG26             , 105121.1+125057, -2, -13.58,       ,       ,       ,  -3.77,  -2.02,   1.30
AGC205540         , 105131.4+140653, 10, -12.23,       ,       ,       ,  -4.65,  -1.66,   2.31
KKH65             , 105159.1+282145, -2, -12.68,       ,       ,       , <-4.36, <-2.25,       
AGC205544         , 105204.8+150150, -1, -13.08,       ,       ,       , <-4.32, <-2.37, > 1.86
LV J1052+3628     , 105205.5+362836, 10, -11.98,  -3.48,  -0.39,       ,  -2.93,   0.16,       
UGC05983          , 105217.5+363536, 10, -13.88,       ,       ,       ,  -3.39,  -1.06,       
AGC202456         , 105219.5+110236, -1, -13.99,       ,       ,       , <-4.31, <-2.72, > 1.85
LeG27             , 105220.1+144226, -2, -11.58,       ,       ,       ,  -3.92,  -1.37,       
NGC3432           , 105231.1+363708,  8, -18.97,  -0.16,   0.34,  -0.20,  -0.01,   0.49,  -0.35
LV J1052+3639     , 105240.8+363954, 10, -14.08,  -1.94,   0.31,       ,  -2.01,   0.24,       
KDG073            , 105257.1+693245, 10, -10.88,  -4.72,  -1.19,   1.41,  -3.56,  -0.03,   0.25
LeG28             , 105300.7+102245, 10, -11.90,       ,       ,       , <-4.30, <-1.17,       
UGC06014          , 105342.7+094341,  9, -16.33,  -1.95,  -0.60,   0.30,  -1.53,  -0.18,  -0.12
Dw1053+1518       , 105346.3+151840, 10,  -8.96,       ,       ,       , <-4.48, <-0.18,       
dw1055+11         , 105543.0+115805, -2, -12.26,       ,       ,       , <-4.33, <-2.05,       
LSBC D640-12      , 105557.1+122020, 10, -11.77,       ,       ,       ,  -3.80,  -0.62,   0.34
LSBC D640-13      , 105614.0+120037, 10, -13.27,       ,       ,       ,  -2.29,   0.29,   0.05
HS1053+3624       , 105640.4+360828, 10, -12.14,  -2.58,   0.45,   0.42,  -2.54,   0.49,   0.38
ESO215-009        , 105730.2-481044, 10, -13.61,       ,       ,       ,  -2.69,  -0.33,   1.67
VV747             , 105747.0+361539, 10, -14.41,  -1.71,   0.41,       ,  -1.85,   0.27,       
LSBC D640-14      , 105810.5+115957, -2, -11.66,       ,       ,       ,  -4.30,  -1.78,       
AGC205278         , 105852.1+140746, 10, -13.14,       ,       ,       ,  -3.22,  -0.59,   0.41
dw1059+11         , 105951.1+112538, 10, -10.96,       ,       ,       , <-4.33, <-0.83,       
NGC3489           , 110018.6+135404,  0, -19.45,  -1.74,  -2.14,  -0.77,  -1.62,  -2.02,  -0.89
Dw1100+1125       , 110031.4+112552, 10,  -8.73,       ,       ,       , <-4.50, <-0.11,       
LeG33             , 110045.2+141020, 10, -11.57,       ,       ,       ,  -4.64,  -1.38,       
LSBC D640-08      , 110052.1+135251, -3, -13.20,       ,       ,       ,  -4.59,  -2.68,       
dw1101+11         , 110121.8+114512, 10, -10.45,       ,       ,       , <-4.33, <-0.63,       
KDG74             , 110221.8+701550, -2,  -9.32,       ,       ,       , <-5.42, <-1.96,       
SMDG1103517+284120, 110351.7+284120, 10, -11.51,       ,       ,       ,  -3.69,  -0.41,   1.04
CGCG 066-109      , 110426.5+114518, 10, -13.92,  -2.45,  -0.13,   0.22,  -2.24,   0.08,   0.01
KKSG20            , 110440.6+000330, 10, -13.23,       ,       ,       ,  -3.93,  -1.34,   0.20
MRK0036           , 110458.5+290822,  9, -14.21,  -1.31,   1.23,  -1.12,  -1.60,   0.94,  -0.83
UGC06145          , 110535.0-015149, 10, -13.94, <-3.07, <-0.76, > 1.18,  -2.35,  -0.04,   0.46
NGC3521sat        , 110540.7+000715, -1, -14.17,       ,       ,       , <-4.19, <-2.67,       
NGC3521           , 110548.6-000209,  4, -21.22,   0.50,  -0.45,  -0.71,   0.12,  -0.83,  -0.33
KKSG22            , 110607.7-012655, 10, -12.67,       ,       ,       , <-4.14, <-1.32, > 1.45
Dw1106+1250       , 110609.8+125042, 10, -11.42,       ,       ,       , <-4.51, <-1.19,       
NGC3521dwTBG      , 110713.1-001115, -2, -12.62,       ,       ,       , <-4.11, <-1.97,       
dw1110+0037       , 111029.6+003700, 10, -13.12,       ,       ,       ,  -3.52,  -0.89,       
NGC3556           , 111131.0+554026,  6, -20.22,  -0.04,  -0.42,  -0.41,   0.10,  -0.28,  -0.55
Dw1111+1338       , 111135.0+133838, -2,  -9.80,       ,       ,       , <-4.48, <-1.21,       
DDO092            , 111326.1+533542,  9, -14.43,  -1.76,   0.35,   0.21,  -1.61,   0.50,   0.06
LeoII             , 111329.2+220917, -3,  -9.43,       ,       ,       ,  -7.29,  -3.88,   0.86
NGC3593           , 111435.9+124907,  1, -18.85,  -0.55,  -0.84,  -0.99,  -1.55,  -1.84,   0.01
AGC202256         , 111445.0+123851, 10, -12.77,       ,       ,       ,  -2.74,   0.04,   0.12
IC2684            , 111701.0+130559, 10, -14.03,       ,       ,       ,  -2.83,  -0.56,   0.12
NGC3621           , 111816.1-324842,  7, -19.77,   0.25,   0.04,  -0.50,   0.10,  -0.11,  -0.35
NGC3623           , 111855.9+130533,  2, -21.42,       ,       ,       ,  -0.12,  -1.08,  -1.12
AGC215286         , 111912.7+141937, 10, -13.65,       ,       ,       ,  -3.57,  -1.15,   0.96
AGC202257         , 111914.4+115707, 10, -13.88,       ,       ,       ,  -2.18,   0.15,   0.34
AGC215354         , 111915.9+141725,  9, -12.76,       ,       ,       ,  -3.47,  -0.69,   1.00
Dw1119+1011       , 111930.7+101156,  9, -12.20,       ,       ,       ,  -3.23,  -0.23,       
PGC034671         , 111948.6+554322,  9, -13.55,  -3.24,  -0.77,       ,  -2.81,  -0.34,       
NGC3627           , 112015.0+125929,  4, -21.31,   0.43,  -0.51,  -1.22,   0.26,  -0.68,  -1.05
NGC3628           , 112017.0+133523,  4, -20.90,       ,       ,       ,  -0.07,  -0.90,  -0.01
dw1120+1337       , 112101.2+133626, 10, -15.42,       ,       ,       ,  -4.78,  -3.06,       
AGC213436         , 112224.0+125846, -1, -13.53,       ,       ,       ,  -3.87,  -2.10,       
IC2782            , 112255.3+132629, -2, -15.14,       ,       ,       ,  -4.12,  -2.11,       
KKH67             , 112303.5+211937, -2, -11.70,       ,       ,       , <-4.34, <-1.84,       
IC2787            , 112319.1+133747,  9, -15.01, <-4.51, <-2.63, > 1.97,       ,       ,       
IC2791            , 112337.6+125345,  9, -13.03,       ,       ,       ,  -3.15,  -0.48,  -0.05
UGC06456          , 112800.6+785929, 10, -14.22,  -1.79,   0.69,  -0.26,  -1.89,   0.59,  -0.16
UGC06451          , 112846.4+793607,  9, -11.56,       ,       ,       ,  -3.02,   0.24,       
AGC213091         , 112934.6+104835, 10, -11.90,       ,       ,       ,  -3.76,  -0.63,   1.11
KDG078            , 112954.0+522414, -1, -13.35, <-4.36, <-2.51, > 1.32, <-4.37, <-2.52, > 1.33
KKH68             , 113053.3+140846, 10, -13.26,       ,       ,       ,  -2.85,  -0.27,   0.50
LeoV              , 113109.6+021312, -3,  -3.77,       ,       ,       , <-7.83, <-2.15, > 0.56
HIPASS J1131-31   , 113135.2-314020, 10, -11.33,       ,       ,       ,  -2.97,   0.38,   0.45
LeoIV             , 113257.0-003160, -3,  -4.20, <-7.16, <-1.66, > 0.07,  -7.86,  -2.36,   0.77
UGC06541          , 113329.1+491417, 10, -13.77,  -1.98,   0.33,  -0.85,  -2.11,   0.20,  -0.72
AGC215248         , 113350.9+140315,  9, -12.17,       ,       ,       ,  -2.98,   0.04,  -0.20
KKH69             , 113453.3+110112, 10, -12.86,       ,       ,       ,  -2.77,  -0.03,   0.21
NGC3738           , 113548.6+543122,  9, -16.82,  -1.37,  -0.15,  -0.44,  -1.26,  -0.04,  -0.55
NGC3741           , 113606.4+451707,  9, -13.26,  -2.39,   0.32,   0.45,  -2.26,   0.45,   0.32
Crater            , 113615.8-105240, -3,  -5.24,       ,       ,       , <-7.89, <-2.80, > 2.13
ESO320-014        , 113753.4-391314, 10, -13.66,       ,       ,       ,  -2.70,  -0.29,   0.15
[KK98] 108        , 114003.6+462843, 10, -10.86,       ,       ,       ,  -4.51,  -0.97,       
UGC06757          , 114659.1+612006, 10, -12.16,  -3.78,  -0.76,       ,  -3.02,   0.00,       
KK109             , 114711.2+434019, 10, -10.25,  -5.39,  -1.61,   2.06,  -4.12,  -0.34,   0.79
DDO097            , 114857.2+235016, 10, -15.70,  -1.93,  -0.33,   0.48,  -1.67,  -0.07,   0.22
LV J1149+1715     , 114905.6+171521,  9, -10.76,       ,       ,       ,  -4.38,  -0.80,   1.02
KKH73             , 115006.4+554660, 10, -12.51, <-4.23, <-1.35, > 1.34, <-4.48, <-1.60, > 1.59
DDO099            , 115053.0+385250, 10, -13.53,  -2.64,   0.08,   0.52,  -2.28,   0.44,   0.16
Grapes            , 115205.6+544732, 10, -10.41,  -4.10,  -0.38,       ,       ,       ,       
PGC3401153        , 115352.4+512938,  9, -12.34,  -3.71,  -0.76,       ,  -2.92,   0.03,       
AGC215145         , 115412.5+122606, 10, -10.67,       ,       ,       , <-4.52, <-0.90, > 2.03
ESO379-007        , 115443.0-333329, 10, -12.40,  -3.62,  -0.84,   1.29,       ,       ,       
UGC06881          , 115444.7+200320, 10, -15.32,       ,       ,       ,  -1.74,   0.01,   0.14
PGC4561602        , 115504.2+282053, -2, -11.04,       ,       ,       ,  -4.54,  -1.77,       
KDG81             , 115514.3+440860, 10, -13.88,       ,       ,       ,  -2.57,  -0.24,   0.03
MCG +05-28-046    , 115522.5+282030,  9, -15.63,       ,       ,       ,  -1.62,   0.01,  -0.04
KDG082            , 115539.4+313110,  8, -16.43,  -1.76,  -0.55,  -0.03,  -1.76,  -0.55,  -0.03
NGC3990           , 115735.6+552731, -1, -16.69, <-4.10, <-3.48,       ,       ,       ,       
LV J1157+56sat    , 115752.9+563650, 10,  -8.69, <-3.52, < 0.89,       ,  -4.57,  -0.16,       
LV J1157+5638     , 115754.2+563817, 10, -12.69, >-2.15, > 0.66,       ,  -2.67,   0.14,       
LV J1158+1535     , 115840.4+153534, 10, -10.54,       ,       ,       ,  -3.91,  -0.24,   0.81
BTS76             , 115844.1+273506, 10, -13.20,  -2.97,  -0.37,       ,  -3.17,  -0.57,       
ESO572-034        , 115858.1-190148,  9, -16.01,  -1.04,   0.33,  -0.53,       ,       ,       
KUG 1157+315      , 120016.2+311330,  8, -15.92,       ,       ,       ,  -1.46,   0.17,  -0.42
LV J1203+4739     , 120300.0+473915, 10, -12.38,       ,       ,       ,  -2.79,   0.14,       
LV J1203+3257     , 120310.9+325722,  8, -12.50,       ,       ,       ,  -3.90,  -1.12,       
NGC4068           , 120402.4+523519,  9, -15.11,  -1.82,   0.02,   0.03,  -1.65,   0.19,  -0.14
NGC4080           , 120451.8+265933,  8, -17.52,  -1.23,  -0.45,  -0.40,  -1.12,  -0.34,  -0.51
IC2992            , 120515.9+305120,  9, -15.59,  -1.77,  -0.18,  -0.37,  -1.63,  -0.04,  -0.51
KUG 1202+286      , 120523.3+282156,  8, -14.18,       ,       ,       ,  -2.34,   0.03,  -0.31
[KK98]121         , 120524.5+434228, -2, -14.88,       ,       ,       ,  -3.94,  -2.71,       
PGC4310323        , 120531.0+310434,  7, -11.49,       ,       ,       ,  -3.76,  -0.67,       
LV J1205+2813     , 120534.2+281356,  8, -13.71,       ,       ,       ,  -2.48,  -0.18,   0.21
PGC4560429        , 120633.5+303716, -2, -10.66,       ,       ,       , <-4.89, <-1.97,       
MAPS1206+31       , 120634.5+312033,  8, -13.21,  -3.17,  -0.67,       ,  -3.09,  -0.59,       
LV J1207+3133     , 120750.0+313308,  8, -12.99,       ,       ,       ,  -3.07,  -0.48,   0.50
UGC07131          , 120911.8+305424,  8, -15.60,       ,       ,       ,  -1.46,   0.08,   0.19
NGC4136           , 120917.7+295539,  5, -17.55,  -1.17,  -0.27,  -0.18,  -0.95,  -0.05,  -0.40
MCG +06-27-017    , 120956.4+362607,  9, -13.04,  -3.71,  -1.46,       ,  -2.71,  -0.46,       
NGC4144           , 120959.3+462726,  7, -17.61,  -0.92,  -0.03,  -0.24,  -0.81,   0.08,  -0.35
IC3023            , 121001.7+142201, 10, -15.29,       ,       ,       ,  -1.35,   0.42,  -0.26
MADCASH-2         , 121006.7+352635, 10,  -8.44,       ,       ,       , <-5.43, <-0.92, > 0.33
N4258dwC          , 121026.8+464449, -2, -10.49,       ,       ,       , <-4.60, <-1.61,       
NGC4150           , 121033.6+302406, -1, -18.28,  -2.02,  -1.88,       ,  -2.21,  -2.07,       
NGC4163           , 121208.9+361010,  9, -13.84,  -2.96,  -0.74,   0.26,  -2.40,  -0.18,  -0.30
[KK98] 125        , 121241.9+685538, 10, -12.19,       ,       ,       ,  -4.17,  -1.16,       
KK127             , 121322.7+295518,  8, -15.68,       ,       ,       ,  -1.65,   0.29,   0.12
NGC4190           , 121344.6+363760,  9, -13.89,  -2.42,  -0.19,   0.02,  -2.22,   0.01,  -0.18
AGC732009         , 121348.4+295732, 10, -13.77,  -1.95,   0.43,  -0.51,  -2.34,   0.04,  -0.12
ESO321-014        , 121349.6-381353, 10, -12.80,  -3.06,  -0.21,   0.44,  -2.74,   0.11,   0.12
UGC07242          , 121407.4+660532, 10, -14.16,  -2.75,  -0.53,   0.57,  -2.17,   0.05,  -0.01
Dw1214+2101       , 121418.2+210108, -2,  -9.24,       ,       ,       ,  -4.84,  -1.35,       
Dw1214+2945       , 121426.6+294550, 10, -11.90,       ,       ,       ,  -4.03,  -0.91,       
VCC0114           , 121435.2+054038, 10, -13.48,  -3.13,  -0.64,   0.79,  -2.78,  -0.29,   0.44
KDG090            , 121457.9+361308, -2, -11.60,  -5.10,  -2.56,       , <-5.40, <-2.86,       
UGC7257           , 121503.0+355731,  8, -16.23,  -1.02,   0.51,  -0.23,  -1.01,   0.52,  -0.24
NGC4204           , 121514.4+203931,  7, -16.82,  -1.05,  -0.04,  -0.25,  -1.11,  -0.10,  -0.19
UGC07267          , 121523.6+512060,  8, -16.04,  -1.71,  -0.34,   0.42,  -1.39,  -0.02,   0.10
Dw1215+2041       , 121532.2+204060, 10, -10.65,       ,       ,       , <-4.83, <-1.21,       
UGC07271          , 121533.4+432603,  7, -16.61,  -1.45,   0.09,   0.27,  -1.19,   0.35,   0.01
NGC4214           , 121538.9+361939,  8, -17.16,  -0.85,   0.31,  -0.56,  -0.90,   0.26,  -0.51
MCG +09-20-131    , 121546.7+522315, 10, -13.12,  -2.84,  -0.20,   0.34,  -2.53,   0.11,   0.03
LV J1215+4732     , 121551.1+473256, 10, -11.40,       ,       ,       , <-4.24, <-0.92,       
VCC0169           , 121556.2+093857, 10, -13.26,  -3.42,  -0.84,   1.59,  -3.69,  -1.11,   1.86
IC3077            , 121556.3+142559,  9, -14.93,  -2.87,  -0.89,  -0.03,  -3.31,  -1.33,   0.41
M106edgeN4217     , 121612.5+470804, -2, -11.10,       ,       ,       , <-4.60, <-1.85,       
UGC07298          , 121628.6+521338, 10, -12.26,  -4.25,  -1.36,   1.65,  -2.88,   0.01,   0.28
NGC4236           , 121643.3+692756,  8, -18.55,  -0.61,  -0.09,  -0.12,  -0.40,   0.12,  -0.33
LV J1217+4703     , 121710.1+470349, 10, -12.27, <-4.09, <-1.11, > 1.15,  -4.39,  -1.41,   1.45
UGC07320          , 121728.5+444841, 10, -14.47,  -2.95,  -0.85,   0.62,  -2.61,  -0.51,   0.28
NGC4244           , 121729.9+374827,  6, -18.06,  -0.90,  -0.28,   0.22,  -0.50,   0.12,  -0.18
NGC4242           , 121730.2+453710,  7, -17.95,  -1.08,  -0.38,  -0.13,  -0.95,  -0.25,  -0.26
LV J1217+3231     , 121732.0+323157,  9, -12.35,       ,       ,       ,  -3.04,  -0.10,       
UGC7321           , 121734.0+223225,  7, -18.44,  -0.95,  -0.38,   0.41,  -0.23,   0.34,  -0.31
KKH78             , 121744.5+332043, 10, -10.72, <-4.96, <-1.36,       ,  -4.95,  -1.35,       
NGC4248           , 121749.9+472433,  8, -16.29,  -1.92,  -0.60,  -0.16,  -2.22,  -0.90,   0.14
LV J1218+4655     , 121811.1+465501,  8, -12.84,  -3.79,  -1.14,       ,  -2.68,  -0.03,       
AGC229053         , 121815.5+253406, 10, -12.70,       ,       ,       ,  -2.88,  -0.08,   0.46
KDG098            , 121829.4+283845, -1, -13.37,       ,       ,       ,  -4.11,  -2.27,       
PGC4555586        , 121831.5+300340, -1, -12.25,       ,       ,       ,  -4.07,  -1.79,       
IC3104            , 121846.1-794334,  9, -14.91,  -2.34,  -0.61,  -0.59,       ,       ,       
BTS116            , 121857.3+283311, -3, -11.63,       ,       ,       , <-5.32, <-2.79,       
NGC4258           , 121857.5+471814,  4, -21.15,   0.44,  -0.35,  -0.69,   0.40,  -0.39,  -0.65
KK132             , 121906.5+474351, -1, -10.89,       ,       ,       ,  -5.22,  -2.39,       
KDG101            , 121909.1+470523, -1, -13.64,  -3.92,  -2.19,       ,  -4.49,  -2.76,       
PGC039646         , 121915.6+061738,  9, -12.98,  -3.22,  -0.53,  -0.08,  -3.08,  -0.39,  -0.22
KK133             , 121932.8+432311, 10, -11.96,       ,       ,       ,  -3.10,   0.00,   0.12
KK134             , 121933.8+472706, -3, -13.59,       ,       ,       ,  -3.87,  -2.12,       
KK135             , 121934.7+580234, 10, -10.61,  -3.37,   0.27,  -0.53,  -3.19,   0.45,  -0.71
d1219+4705        , 121936.8+470533, -3, -11.99,       ,       ,       , <-4.14, <-1.75,       
IC 779            , 121938.7+295260, -1, -15.97,       ,       ,       ,  -3.30,  -2.20,       
PGC213976         , 121943.6+293932, -2, -11.93,       ,       ,       ,  -4.50,  -2.09,       
VCC0381           , 121954.1+063957, 10, -14.43,       ,       ,       ,  -2.25,  -0.14,   0.61
PGC39764          , 122006.8+291651, -2, -20.14,       ,       ,       ,  -1.33,  -2.20,   0.20
[KKH2011]S11      , 122030.1+472925, -3,  -9.19,       ,       ,       ,  -4.21,  -0.70,       
NGC4288           , 122038.1+461730,  7, -16.48,  -1.23,   0.27,  -0.01,  -1.10,   0.40,  -0.14
KK136             , 122040.6+470003, -3, -13.55, <-3.69, <-1.93,       ,       ,       ,       
CVnHI             , 122043.4+461233, 11,       ,       ,       ,       ,  -5.15,       ,   1.86
VCC0429           , 122043.9+143752,  9, -12.19,       ,       ,       ,  -3.13,  -0.12,  -0.17
KUG 1218+387      , 122054.9+382549,  9, -14.01,  -2.79,  -0.51,   0.57,  -2.19,   0.09,  -0.03
d1220+4649        , 122055.0+464945, -3, -10.17,       ,       ,       ,  -4.80,  -1.68,       
DDO120            , 122115.0+454841,  9, -15.81,  -4.14,  -2.73,   2.31,  -1.94,  -0.53,   0.11
PGC1853813        , 122116.6+290221, -2, -12.71,       ,       ,       ,  -3.92,  -1.22,       
KDG104            , 122127.9+150128, 10, -13.39,       ,       ,       ,  -3.38,  -0.85,   0.57
Hydra II          , 122142.1-315907, -2,  -4.06,       ,       ,       , <-7.99, <-2.43, > 0.43
KDG105            , 122143.0+375914, 10, -12.78,       ,       ,       ,  -3.30,  -0.53,   0.78
UGC7427           , 122155.0+350305, 10, -14.09,  -2.17,   0.08,   0.06,       ,       ,       
NGC4308           , 122156.9+300427, -1, -16.71,       ,       ,       ,  -3.08,  -2.30,       
KK138             , 122158.4+281434, 10, -10.39, <-4.66, <-0.93, > 1.04, <-4.75, <-1.02, > 1.13
KKSG27            , 122205.7-094801,  9, -11.56,       ,       ,       ,  -2.76,   0.50,   0.25
GR34              , 122207.6+154757, 10, -14.07,  -3.45,  -1.19,   0.55,  -2.82,  -0.56,  -0.08
PGC4323538        , 122216.7+305324, -1, -11.98,       ,       ,       , <-4.78, <-2.39,       
VCC0565           , 122238.5+060052, 10, -13.11,  -3.34,  -0.70,   0.53,  -2.85,  -0.21,   0.04
KK141             , 122252.7+334943, 10, -12.15,  -2.76,   0.26,   0.15,  -2.61,   0.41,   0.00
PGC40195          , 122309.7+292059, -2, -13.61,       ,       ,       ,  -4.17,  -1.78,       
IC3247            , 122314.0+285338,  7, -17.26,       ,       ,       ,  -1.28,  -0.40,  -0.07
BTS132            , 122346.2+473932, -3, -11.03,       ,       ,       ,  -4.86,  -2.09,       
BTS133            , 122407.6+375935, 10, -12.01,       ,       ,       ,  -2.71,   0.37,   0.35
PGC5059199        , 122409.9+261352, 10,  -7.50,  -4.72,   0.16,   0.91,       ,       ,       
N4258dwB          , 122410.9+470723, -2, -11.18,       ,       ,       , <-4.61, <-1.90,       
UGC07485          , 122422.2+210936,  9, -14.56,       ,       ,       ,  -2.51,  -0.50,  -0.24
Dw1224+3938       , 122434.6+393810, 10, -10.85,       ,       ,       ,  -4.61,  -1.07,       
IC3308            , 122517.9+264253,  8, -15.45,  -1.84,  -0.24,   0.54,       ,       ,       
KK144             , 122527.9+282857, 10, -12.48,  -3.28,  -0.39,   1.25,  -2.50,   0.39,   0.47
UGC07512          , 122541.3+020932, 10, -15.25,  -2.35,  -0.57,   0.84,  -1.97,  -0.19,   0.46
VCC0841           , 122547.0+145707,  9, -13.96,       ,       ,       ,  -2.91,  -0.61,   0.05
NGC4395           , 122549.8+333246,  8, -17.88,  -0.75,  -0.09,  -0.04,  -0.47,   0.19,  -0.32
DDO123            , 122608.1+581921,  8, -15.66, >-1.80, >-0.28, < 0.81,       ,       ,       
UGCA281           , 122616.0+482931, 10, -13.70,  -1.29,   1.02,  -0.81,  -1.78,   0.53,  -0.32
SBS 1224+533      , 122652.6+530619,  9, -12.91, >-2.88, >-0.16,       ,  -2.53,   0.19,       
ComaI             , 122658.4+235442, -3,  -3.23,       ,       ,       , <-9.11, <-3.22, > 0.87
DDO126            , 122705.1+370833, 10, -14.42,  -2.06,  -0.02,   0.22,  -1.85,   0.19,   0.01
DDO125            , 122741.8+432938,  9, -14.22,  -2.84,  -0.76,   0.41,  -2.32,  -0.24,  -0.11
UGC07584          , 122802.9+223522,  9, -13.73,  -2.46,  -0.07,   0.37,  -2.10,   0.29,   0.01
KKH80             , 122805.4+221727, 10, -12.32,  -4.21,  -1.25,   1.29,  -2.85,   0.11,  -0.07
NGC4449           , 122811.2+440540,  8, -18.31,  -0.20,   0.26,  -1.02,  -0.24,   0.22,  -0.98
DDO127            , 122828.5+371360, 10, -13.46,  -3.30,  -0.80,   1.10,  -2.29,   0.21,   0.09
UGC07596          , 122833.9+083823, 10, -13.50,  -4.06,  -1.58,   0.45,  -3.21,  -0.73,  -0.40
UGC07605          , 122839.0+354305, 10, -13.68,  -2.56,  -0.13,   0.07,  -2.18,   0.25,  -0.31
NGC4455           , 122844.1+224921,  7, -16.39,  -1.40,   0.00,  -0.06,  -1.25,   0.15,  -0.21
DDO129            , 122844.2+431327,  8, -16.15,  -1.47,  -0.14,   0.19,  -1.22,   0.11,  -0.06
LV J1228+4358     , 122844.9+435818, -1, -12.45, <-5.01, <-2.80,       , <-5.13, <-2.92,       
NGC4460           , 122845.8+445152,  1, -17.73,  -0.76,  -0.28,  -1.03,  -1.47,  -0.99,  -0.32
KK149             , 122852.3+421040, 10, -14.75,  -2.53,  -0.55,   0.39,  -2.26,  -0.28,   0.12
Dw1229+4109       , 122943.2+410943, -2, -10.54,       ,       ,       , <-4.65, <-1.68,       
UGC07639          , 122953.0+473148,  9, -15.19,  -2.94,  -1.13,   0.69,  -1.97,  -0.16,  -0.28
UGC07636          , 123001.0+075546, 10, -13.77,       ,       ,       ,  -3.35,  -0.97,  -0.35
UGC07642          , 123013.8+023730,  9, -14.74,  -2.19,  -0.20,   0.05,  -1.95,   0.04,  -0.19
KK151             , 123023.8+425405,  9, -13.85,  -2.77,  -0.43,   0.40,  -2.25,   0.09,  -0.12
