Name RAh_1 RAm_1 RAs_1 DE-_1 DEd_1 DEm_1 DEs_1 a26_1 b/a AB_1 l_FUVmag FUVmag Bmag l_Hamag Hamag Kmag f_Kmag l_21mag 21mag W50 TType Tdw1 Tdw2 RVel Dis f_Dis RAh_2 RAm_2 RAs_2 DE-_2 DEd_2 DEm_2 DEs_2 a26_2 inc Vm AB_2 BMag SBB logKLum logM26 l_logMHI logMHI VLG Theta1 MD Theta5 Thetaj
N1291-DW14 3 25 2.8 - 40 21 32 0.15 0.9 0.04 "" 20.6 19.0 "" "" 16.6 * "" "" "" 10 Ir L "" 9.08 mem 3 25 2.8 - 40 21 32 0.4 29 "" 0.0 -10.9 23.4 6.6 "" "" "" "" 1.8 NGC1291 1.8 1.75
N1291-DW15 3 19 37.7 - 40 25 17 0.16 0.64 0.04 "" 21.7 19.7 "" "" 17.3 * "" "" "" 10 Ir L "" 9.08 mem 3 19 37.7 - 40 25 17 0.42 58 "" 0.0 -10.1 24.3 6.3 "" "" "" "" 2.7 NGC1291 2.7 1.74
N1291-DW2 3 15 9.7 - 40 40 5 0.55 0.95 0.05 > 23.0 18.5 "" "" 14.4 * "" "" "" -1 Sph L "" 7.81 SBF 3 15 9.7 - 40 40 5 1.26 20 "" 0.0 -11.0 25.8 7.34 "" "" "" "" -0.3 NGC1291 -0.2 -0.6
N1291-DW3 3 17 29.4 - 40 58 22 0.58 0.76 0.05 > 23.0 17.5 "" "" 13.3 * "" "" "" -1 Sph L "" 7.08 SBF 3 17 29.4 - 40 58 22 1.19 46 "" 0.0 -11.8 24.9 7.68 "" "" "" "" -0.9 NGC1291 -0.6 -0.9
N1291-DW4 3 19 43.1 - 41 26 54 0.62 0.98 0.07 "" 23.7 17.9 "" "" 13.7 * "" "" "" -1 Sph L "" 8.33 SBF 3 19 43.1 - 41 26 54 1.52 13 "" 0.0 -11.8 25.4 7.67 "" "" "" "" 0.4 NGC1291 0.4 1.72
N1291-DW5 3 17 38.1 - 41 41 45 0.68 0.9 0.05 > 23.0 17.5 "" "" 13.4 * "" "" "" -1 Sph L "" 10.39 SBF 3 17 38.1 - 41 41 45 2.07 29 "" 0.0 -12.6 25.3 7.99 "" "" "" "" -0.4 NGC1291 -0.1 0.05
N1291-DW6 3 18 43.0 - 41 1 27 0.28 0.68 0.06 > 23.0 19.0 "" "" 14.9 * "" "" "" -1 Sph L "" 8.1 SBF 3 18 43.0 - 41 1 27 0.66 54 "" 0.0 -10.6 24.8 7.18 "" "" "" "" 0.0 NGC1291 0.1 1.72
N1291-DW8 3 17 1.4 - 41 42 1 0.53 0.68 0.05 > 23.0 17.3 "" "" 13.2 * "" "" "" -1 Sph L "" 9.03 SBF 3 17 1.4 - 41 42 1 1.39 54 "" 0.0 -12.5 24.5 7.95 "" "" "" "" 2.9 NGC1291 2.9 1.72
N1291-DW9 3 9 25.1 - 41 4 57 0.25 0.82 0.05 > 23.0 19.6 "" "" 15.4 * "" "" "" -1 Sph L "" 8.74 SBF 3 9 25.1 - 41 4 57 0.64 39 "" 0.0 -10.2 25.2 7.02 "" "" "" "" 1.2 NGC1291 1.2 1.72
N2146sat 6 24 13.2 + 77 57 53 0.9 0.72 0.41 "" 21.9 17.5 > 24.1 13.0 * "" "" "" -1 Tr L "" 4.5 txt 6 24 13.2 + 77 57 53 1.27 50 "" 0.0 -11.2 25.7 7.42 "" "" "" "" -0.5 MESSIER081 -0.1 -2.57
N2683dw2 8 54 20.5 + 33 14 58 0.4 0.9 0.12 > 23.0 19.6 > 24.6 15.4 * "" "" "" -2 Sph L "" 9.82 mem 8 54 20.5 + 33 14 58 1.17 30 "" 0.0 -10.5 26.2 7.14 "" "" "" "" 3.4 NGC2683 3.4 1.56
N3344dw1 10 42 44.0 + 25 1 30 0.3 0.65 0.14 > 23.0 21.2 > 24.6 18.7 * "" "" "" 10 Ir L "" 10.57 SBF 10 42 44.0 + 25 1 30 0.93 57 "" 0.0 -9.1 27.1 5.89 "" "" "" "" -0.3 NGC3344 -0.1 1.08
N4258dwB 12 24 10.9 + 47 7 23 0.45 0.64 0.06 > 23.0 18.3 "" "" 14.1 * "" "" "" -2 Sph L "" 7.66 mem 12 24 10.9 + 47 7 23 1.0 61 "" 0.0 -11.2 25.1 7.42 "" "" "" "" 2.7 NGC4258 2.7 1.77
N4258dwC 12 10 26.8 + 46 44 49 0.27 0.79 0.07 > 23.0 19.0 "" "" 14.8 * "" "" "" -2 Sph L "" 7.66 mem 12 10 26.8 + 46 44 49 0.61 44 "" 0.0 -10.5 24.7 7.15 "" "" "" "" 2.0 NGC4258 2.0 1.75
N4594-DGSAT-3 12 39 32.8 - 11 13 38 0.55 0.82 0.2 > 23.0 18.8 "" "" 14.5 * > 18.2 "" -3 Sph L "" 7.87 SBF 12 39 32.8 - 11 13 38 1.33 43 "" 0.0 -10.9 26.0 7.31 "" < 6.85 "" -0.3 NGC4594 -0.2 -0.27
N4594DW1 12 39 15.3 - 11 43 8 0.78 0.58 0.19 > 21.7 16.8 "" "" 12.5 * "" "" "" -2 dE N 1368 9.42 SBF 12 39 15.3 - 11 43 8 2.19 68 "" 0.0 -13.3 24.7 8.27 "" "" "" 1171 3.0 NGC4594 3.0 2.07
N4625A 12 42 11.0 + 41 15 10 0.45 0.86 0.08 > 23.0 18.6 "" "" 14.4 * "" "" "" -1 Tr L "" 7.9 mem 12 42 11.0 + 41 15 10 1.05 34 "" 0.0 -11.0 25.4 7.34 "" "" "" "" 0.5 NGC4618 0.7 0.66
N672dwA 1 47 19.1 + 27 15 16 0.26 0.85 0.34 "" 23.1 19.8 > 24.4 17.1 * "" "" "" 10 Ir L "" 7.2 mem 1 47 19.1 + 27 15 16 0.58 35 "" 0.0 -9.8 25.3 6.18 "" "" "" "" 3.0 NGC0672 3.0 0.62
N672dwB 1 47 11.1 + 27 41 0 0.2 0.75 0.32 > 23.0 21.0 > 24.4 18.4 * "" "" "" 10 Ir L "" 7.2 mem 1 47 11.1 + 27 41 0 0.44 47 "" 0.0 -8.6 25.9 5.69 "" "" "" "" 2.8 NGC0672 2.8 0.62
"NGC 4631dw1" 12 40 57.0 + 32 47 33 2.2 0.6 0.07 "" 22.0 16.7 "" "" 14.3 * "" "" "" 10 Ir X "" 7.11 SBF 12 40 57.0 + 32 47 33 4.53 62 "" 0.0 -12.6 27.0 7.29 "" "" "" "" 1.4 NGC4631 1.5 1.41
"NGC 4631dw2" 12 42 6.8 + 32 37 15 0.9 0.9 0.07 "" 22.6 19.5 "" "" 17.1 * "" "" "" 10 Ir X "" 7.18 SBF 12 42 6.8 + 32 37 15 1.9 29 "" 0.0 -9.9 27.8 6.2 "" "" "" "" 1.9 NGC4631 2.0 1.39
"NGC 4631dw3" 12 42 52.5 + 32 27 35 0.6 0.85 0.07 > 23.0 19.7 "" "" 15.5 * "" "" "" -2 Sph X "" 7.4 mem 12 42 52.5 + 32 27 35 1.31 37 "" 0.0 -9.7 27.2 6.84 "" "" "" "" 3.2 NGC4631 3.2 1.39
NGC0024 0 9 56.4 - 24 57 48 7.24 0.22 0.08 "" 14.2 12.4 "" 16.0 9.0 "" "" 13.5 213 5 "" "" 550 7.31 TRGB 0 9 56.4 - 24 57 48 14.76 85 95 0.64 -17.7 24.5 9.48 10.19 "" 8.64 606 0.3 dw0009-25 0.6 0.08
NGC0045 0 14 3.9 - 23 10 56 8.51 0.69 0.09 "" 12.7 11.6 "" 14.4 9.1 "" "" 12.0 172 8 "" "" 465 6.64 TRGB 0 14 3.9 - 23 10 56 16.51 47 103 0.17 -17.8 24.6 9.33 10.31 "" 9.18 528 -1.0 NGC0024 -0.9 0.23
NGC0055 0 14 53.6 - 39 11 48 37.15 0.17 0.43 "" 10.3 8.8 "" 11.7 6.2 "" "" 8.8 169 8 "" "" 129 2.11 TRGB 0 14 53.6 - 39 11 48 23.3 84 74 0.55 -18.8 24.4 9.49 10.18 "" 9.44 111 0.1 NGC0300 0.2 0.24
NGC0059 0 15 25.1 - 21 26 38 2.29 0.48 0.09 "" 16.3 13.0 "" 17.3 10.1 "" "" 15.9 50 -3 dEem N 361 4.9 TRGB 0 15 25.1 - 21 26 38 3.26 90 21 0.0 -15.6 23.3 8.66 8.21 "" 7.34 431 -0.4 NGC0253 -0.3 -1.44
NGC0147 0 33 11.6 + 48 30 28 13.49 0.61 0.75 > 23.0 10.4 "" 24.4 7.2 "" > 20.9 50 -3 Sph N -193 0.76 TRGB 0 33 11.6 + 48 30 28 3.63 70 22 0.0 -14.8 24.3 8.21 8.31 < 3.74 85 2.8 MESSIER031 2.8 1.75
NGC0185 0 38 58.0 + 48 20 10 12.3 0.85 0.79 "" "" 10.0 "" 20.2 6.6 "" "" 17.2 49 -3 dE N -203 0.66 TRGB 0 38 58.0 + 48 20 10 2.98 39 33 0.0 -14.9 23.8 8.36 8.57 "" 5.08 73 2.3 MESSIER031 2.3 1.75
NGC0205 0 40 22.5 + 41 41 11 19.5 0.61 0.27 "" 15.0 8.7 > 27.9 5.6 "" "" 16.4 124 -2 dE N -221 0.8 TRGB 0 40 22.5 + 41 41 11 4.78 64 60 0.1 -16.2 23.5 8.9 9.3 "" 5.58 47 4.3 MESSIER031 4.4 1.75
NGC0247 0 47 8.3 - 20 45 36 25.12 0.32 0.08 "" 11.5 9.9 "" 13.3 7.4 "" "" 10.7 207 7 "" "" 161 3.72 TRGB 0 47 8.3 - 20 45 36 26.39 74 96 0.49 -18.6 24.9 9.5 10.45 "" 9.18 216 1.6 NGC0253 1.6 1.73
NGC0253 0 47 34.3 - 25 17 32 37.15 0.22 0.08 "" 11.3 7.9 "" 11.7 3.8 "" "" 10.9 407 5 "" "" 243 3.7 TRGB 0 47 34.3 - 25 17 32 38.28 85 192 1.15 -21.2 23.1 10.98 11.22 "" 9.09 276 0.1 NGC0247 0.2 0.66
NGC0300 0 54 53.5 - 37 40 57 25.7 0.71 0.06 "" 10.3 9.0 "" 12.5 6.4 "" "" 9.1 147 7 "" "" 146 2.09 TRGB 0 54 53.5 - 37 40 57 15.61 45 90 0.14 -17.9 24.4 9.41 10.17 "" 9.32 116 0.1 NGC0055 0.2 0.23
NGC0404 1 9 26.9 + 35 43 3 3.47 0.95 0.25 "" 15.4 11.2 "" 15.1 7.5 "" "" 13.4 79 -1 S0em N -50 2.98 TRGB 1 9 26.9 + 35 43 3 3.17 20 100 0.02 -16.4 22.4 9.26 9.57 "" 7.91 193 -1.3 MESSIER031 -0.7 -2.39
NGC0625 1 35 5.0 - 41 26 11 7.08 0.28 0.07 "" 13.9 11.6 "" 14.9 8.9 "" "" 13.9 75 8 "" "" 395 4.02 TRGB 1 35 5.0 - 41 26 11 7.98 76 34 0.0 -16.5 24.3 8.96 9.02 "" 8.0 325 -0.3 NGC0253 -0.3 -0.72
NGC0628 1 36 41.3 + 15 47 12 11.22 0.94 0.3 "" 12.2 9.8 "" 13.5 6.8 "" "" 11.5 53 5 "" "" 657 10.19 TRGB 1 36 41.3 + 15 47 12 35.39 20 64 0.01 -20.6 23.5 10.6 10.22 "" 9.73 827 -0.5 UGC01171 -0.1 -0.41
NGC0672 1 47 53.2 + 27 26 1 7.24 0.36 0.34 "" 13.9 11.3 "" 15.3 8.5 "" "" 12.1 205 6 "" "" 429 7.18 TRGB 1 47 53.2 + 27 26 1 15.63 71 96 0.44 -18.8 23.5 9.65 10.22 "" 9.22 626 0.2 IC1727 0.3 0.24
NGC0784 2 1 16.8 + 28 50 37 6.61 0.23 0.26 "" 14.4 12.2 "" 16.2 10.3 "" "" 13.2 88 8 "" "" 193 5.37 TRGB 2 1 16.8 + 28 50 37 10.3 79 39 0.0 -16.7 24.7 8.67 9.26 "" 8.53 385 -1.2 Maffei2 -0.8 -0.63
NGC0855 2 14 3.7 + 27 52 38 3.09 0.38 0.31 "" 16.5 13.3 "" 16.7 9.8 "" "" 14.6 94 0 dS0em N 591 9.73 SBF 2 14 3.7 + 27 52 38 8.91 85 41 0.02 -17.0 24.1 9.37 9.24 "" 8.45 770 -0.9 NGC0925 -0.6 -0.72
NGC0891 2 22 32.8 + 42 20 48 13.18 0.29 0.28 "" 15.2 10.7 "" 14.7 5.9 "" "" 11.7 456 3 "" "" 526 9.95 TRGB 2 22 32.8 + 42 20 48 38.6 82 218 1.02 -20.6 23.7 10.98 11.33 "" 9.66 736 1.1 UGC01807 1.1 0.07
NGC0925 2 27 16.0 + 33 34 41 11.75 0.56 0.33 "" 12.7 10.6 "" 14.1 7.9 "" "" 11.7 203 7 "" "" 553 9.55 TRGB 2 27 16.0 + 33 34 41 34.25 57 107 0.28 -19.9 24.1 10.14 10.66 "" 9.6 738 1.0 d0226+3325 1.1 0.54
NGC1156 2 59 42.4 + 25 14 15 3.31 0.85 0.97 "" 14.5 12.3 "" 15.0 9.5 "" "" 13.2 68 8 "" "" 373 6.87 TRGB 2 59 42.4 + 25 14 15 8.11 32 55 0.03 -17.9 23.0 9.2 9.46 "" 8.71 507 "" "" "" ""
NGC1291 3 17 18.6 - 41 6 29 14.45 0.92 0.06 "" 14.3 9.4 "" 14.6 5.7 "" "" 13.1 40 1 "" "" 838 9.08 TRGB 3 17 18.6 - 41 6 29 38.53 25 37 0.0 -20.4 23.8 10.97 9.78 "" 9.01 702 -0.1 N1291-DW8 0.0 0.14
NGC1311 3 20 7.4 - 52 11 6 4.68 0.25 0.09 "" 15.0 13.4 "" 16.5 10.9 "" "" 14.4 82 8 "" "" 571 5.55 TRGB 3 20 7.4 - 52 11 6 7.28 78 36 0.0 -15.4 25.2 8.43 9.05 "" 8.04 399 -1.2 ESO154-023 -0.9 -0.18
NGC1313 3 18 15.4 - 66 29 51 12.59 0.8 0.47 "" 11.5 9.7 "" 13.0 7.6 "" "" 10.8 167 7 "" "" 470 4.31 TRGB 3 18 15.4 - 66 29 51 17.3 37 120 0.12 -19.1 23.4 9.57 10.46 "" 9.29 264 -0.7 KK27 -0.6 -0.5
NGC1400 3 39 30.8 - 18 41 17 3.47 0.87 0.28 "" 17.5 11.9 "" 17.6 7.8 "" "" "" "" -3 "" "" 569 24.89 SBF 3 39 30.8 - 18 41 17 27.13 36 "" 0.0 -20.3 23.1 10.99 "" "" "" 496 -2.0 NGC1332 -1.6 ""
NGC1533 4 9 51.8 - 56 7 6 3.55 0.82 0.07 "" 17.0 11.8 "" 16.1 7.6 "" "" 12.9 250 0 "" "" 785 19.41 SBF 4 9 51.8 - 56 7 6 20.13 38 183 0.15 -19.9 23.0 10.85 10.89 "" 9.76 577 0.1 IC2038 0.2 0.84
NGC1560 4 32 49.9 + 71 52 52 9.77 0.15 0.81 "" 14.7 12.1 "" 15.3 9.3 "" "" 10.9 119 7 "" "" -36 2.99 TRGB 4 32 49.9 + 71 52 52 9.4 90 52 0.26 -16.3 24.8 8.6 9.47 "" 8.91 170 0.8 IC0342 0.9 1.47
NGC1569 4 30 49.1 + 64 50 53 3.98 0.51 2.38 "" 15.6 11.8 "" 12.8 7.5 "" "" 12.6 101 8 "" "" -86 3.19 TRGB 4 30 49.1 + 64 50 53 6.02 60 51 0.08 -18.2 22.0 9.4 9.25 "" 8.3 106 1.1 IC0342 1.2 1.39
NGC1592 4 29 40.8 - 27 24 31 1.41 0.48 0.15 "" 14.5 14.4 "" 16.9 12.7 "" "" 15.6 73 10 Ir N 945 9.1 TF 4 29 40.8 - 27 24 31 3.75 75 33 0.0 -15.6 23.6 8.17 8.68 "" 7.99 798 -1.5 NGC1291 -1.0 ""
NGC1637 4 41 28.2 - 2 51 29 4.37 0.79 0.17 "" "" 11.5 "" 15.0 8.0 "" "" 13.1 188 6 "" "" 713 9.29 SN 4 41 28.2 - 2 51 29 12.12 39 133 0.14 -18.7 23.1 10.07 10.4 "" 9.01 646 -2.3 UGC03174 -1.8 ""
NGC1705 4 54 13.7 - 53 21 41 2.24 0.74 0.03 "" 13.4 12.8 "" 15.1 10.5 "" "" 14.5 111 9 BCD N 628 5.73 TRGB 4 54 13.7 - 53 21 41 3.71 48 65 0.07 -16.1 23.0 8.62 9.26 "" 8.06 401 -1.9 NGC1291 -1.4 ""
NGC1744 4 59 58.2 - 26 1 36 6.92 0.54 0.18 "" 13.3 11.7 "" 15.5 9.8 "" "" 12.5 195 7 "" "" 741 10.0 TF 4 59 58.2 - 26 1 36 20.41 58 101 0.28 -18.8 24.1 9.42 10.38 "" 9.35 574 0.1 ESO486-021 0.1 -0.49
NGC1800 5 6 25.7 - 31 57 15 2.0 0.55 0.06 "" 14.7 13.1 "" 16.5 10.2 "" "" 15.0 66 9 BCD N 814 8.0 TF 5 6 25.7 - 31 57 15 4.59 67 31 0.0 -16.5 23.2 9.04 8.7 "" 8.13 625 -1.7 NGC1808 -1.1 -1.46
NGC2188 6 10 9.5 - 34 6 22 4.68 0.25 0.14 "" "" 12.1 "" 15.7 9.5 "" "" 13.7 112 8 "" "" 745 8.39 TRGB 6 10 9.5 - 34 6 22 11.14 78 50 0.16 -17.8 23.8 9.37 9.51 "" 8.72 508 -1.3 ESO364-029 -0.9 -0.13
NGC2283 6 45 52.7 - 18 12 37 3.63 0.76 1.66 "" "" 12.9 "" 15.1 8.8 "" "" 12.2 179 6 "" "" 841 10.0 TF 6 45 52.7 - 18 12 37 14.96 41 119 0.15 -18.9 23.3 9.84 10.39 "" 9.44 622 1.3 KKSG9 1.4 -0.04
NGC2337 7 10 13.6 + 44 27 25 2.75 0.75 0.38 "" 15.2 13.5 "" 16.0 10.3 "" "" 13.8 147 9 Im N 433 11.86 TRGB 7 10 13.6 + 44 27 25 10.2 47 88 0.11 -17.4 24.0 9.34 9.96 "" 8.96 476 -0.6 NGC2337dwTBG1 -0.6 -0.87
NGC2337dwTBG1 7 8 29.7 + 44 37 26 0.4 0.82 0.34 "" 21.5 18.5 "" "" 15.8 * "" "" "" 9 Im L "" 11.9 mem 7 8 29.7 + 44 37 26 1.48 39 "" 0.0 -12.2 24.9 7.14 "" "" "" "" 1.6 NGC2337 1.6 0.13
NGC2366 7 28 54.6 + 69 12 19 7.24 0.36 0.16 "" 12.7 11.7 "" 13.9 9.1 * "" 11.8 99 9 Im N 96 3.28 TRGB 7 28 54.6 + 69 12 19 6.87 90 43 0.05 -16.1 24.4 8.7 9.17 "" 8.63 251 0.8 NGC2403 1.0 1.91
NGC2403 7 36 51.4 + 65 35 58 28.18 0.56 0.18 "" 10.7 8.8 "" 12.0 6.2 "" "" 10.2 240 6 "" "" 125 3.19 TRGB 7 36 51.4 + 65 35 58 26.58 57 128 0.33 -19.2 24.2 9.86 10.71 "" 9.26 262 0.2 DDO044 0.6 1.88
NGC2500 8 1 53.2 + 50 44 14 3.31 0.84 0.17 "" 13.8 12.2 "" 15.4 9.3 "" "" 13.9 102 7 "" "" 514 12.4 mem 8 1 53.2 + 50 44 14 12.31 33 81 0.06 -18.5 23.3 9.8 9.97 "" 8.95 572 -0.8 NGC2541 -0.4 0.55
NGC2537 8 13 14.7 + 45 59 26 2.57 0.88 0.23 "" 14.3 12.3 "" 15.4 9.1 "" "" 14.4 100 8 "" "" 449 12.2 mem 8 13 14.7 + 45 59 26 9.54 29 91 0.05 -18.4 22.8 9.84 9.96 "" 8.74 479 1.9 IC2233 1.9 0.65
NGC2541 8 14 40.1 + 49 3 42 7.08 0.53 0.22 "" 13.2 12.3 "" 15.3 10.1 "" "" 12.5 192 7 "" "" 559 12.4 TF 8 14 40.1 + 49 3 42 26.11 59 99 0.28 -18.7 24.7 9.48 10.47 "" 9.52 605 0.3 NGC2552 0.5 1.0
NGC2552 8 19 20.5 + 50 0 35 3.72 0.74 0.2 "" 14.6 12.7 "" 16.4 10.0 "" "" 14.1 130 8 "" "" 524 12.4 mem 8 19 20.5 + 50 0 35 13.83 43 83 0.11 -18.1 23.9 9.51 10.05 "" 8.88 574 0.3 NGC2541 0.3 1.0
NGC2683 8 52 40.9 + 33 25 2 13.49 0.24 0.14 "" 14.4 10.3 "" 14.7 6.3 "" "" 12.9 428 3 "" "" 411 9.82 TRGB 8 52 40.9 + 33 25 2 37.51 90 202 1.12 -20.9 23.3 10.81 11.25 "" 9.14 365 -0.3 N2683dw2 -0.2 -0.82
NGC2683dw1 8 53 26.8 + 33 18 19 0.35 0.63 0.13 "" 21.1 18.7 "" 21.7 16.3 * "" "" "" 10 Ir L 380 10.46 SBF 8 53 26.8 + 33 18 19 1.08 59 "" 0.0 -11.5 25.0 6.85 "" "" "" 334 0.4 NGC2683 0.4 1.55
NGC2784 9 12 19.4 - 24 10 18 5.5 0.4 0.93 "" 16.7 11.2 "" 16.9 6.3 "" "" "" "" -2 "" "" 687 9.82 SBF 9 12 19.4 - 24 10 18 19.27 90 "" 0.0 -19.7 23.1 10.8 "" "" "" 398 3.1 KK73 3.2 0.23
"NGC2784 dw01" 9 12 18.5 - 24 12 40 0.89 0.89 0.89 > 23.0 17.2 "" "" 12.3 * > 18.2 "" -3 Sph L "" 9.8 mem 9 12 18.5 - 24 12 40 3.29 33 "" 0.0 -13.7 25.3 8.41 "" < 7.03 "" 5.0 NGC2784 5.1 1.56
NGC2787 9 19 18.6 + 69 12 12 3.31 0.63 0.56 "" 18.9 11.8 "" 19.2 7.3 "" "" 14.1 358 1 "" "" 700 7.48 SBF 9 19 18.6 + 69 12 12 7.99 55 203 0.36 -18.5 22.4 10.19 10.58 "" 8.43 842 0.2 Dw0920+6924 0.5 -0.43
NGC2835 9 17 52.9 - 22 21 19 8.91 0.67 0.44 "" 13.2 11.0 "" 13.7 7.9 "" "" 12.5 194 5 "" "" 885 12.22 TRGB 9 17 52.9 - 22 21 19 34.29 49 113 0.2 -20.1 23.9 10.34 10.71 "" 9.49 600 -1.3 NGC2784 -1.0 ""
NGC2903 9 32 9.6 + 21 30 2 12.59 0.48 0.13 "" 12.6 9.5 "" 13.2 6.0 "" "" 12.0 366 4 "" "" 556 9.15 TRGB 9 32 9.6 + 21 30 2 33.47 64 189 0.55 -21.0 23.0 10.84 11.14 "" 9.47 443 "" "" "" ""
NGC2903-HI-1 9 30 39.9 + 21 43 25 0.27 0.75 0.13 "" 20.8 19.3 "" 21.0 16.8 * "" 19.5 24 10 Ir N 582 8.58 SBF 9 30 39.9 + 21 43 25 0.68 47 3 0.0 -10.5 25.0 6.47 5.97 "" 6.39 470 1.4 NGC2903 1.4 1.57
NGC2915 9 26 11.5 - 76 37 35 2.0 0.53 1.19 "" 15.6 13.2 "" 16.0 9.7 "" "" 12.4 153 9 BCD H 467 4.29 TRGB 9 26 11.5 - 76 37 35 3.14 69 71 0.18 -16.3 22.5 8.74 9.27 "" 8.64 191 -1.1 CIRCINUS -0.8 -1.09
NGC2976 9 47 15.6 + 67 54 49 5.75 0.46 0.3 "" 13.8 11.0 "" 14.5 7.5 "" "" 13.5 91 7 "" "" 6 3.66 TRGB 9 47 15.6 + 67 54 49 6.35 64 44 0.04 -17.2 23.2 9.44 9.16 "" 8.05 142 3.0 MESSIER081 3.1 1.9
NGC3037 9 51 24.0 - 27 0 40 1.29 0.87 0.39 "" 15.9 13.6 "" 16.8 11.1 "" "" 14.6 91 8 "" "" 887 10.28 NAM 9 51 24.0 - 27 0 40 4.17 30 79 0.05 -16.9 22.6 8.9 9.49 "" 8.52 591 0.0 NGC2997 0.1 1.6
NGC3077 10 3 21.0 + 68 44 2 6.46 0.83 0.29 "" 14.2 10.6 "" 14.6 7.3 "" "" 11.8 70 9 dEem N 19 3.85 TRGB 10 3 21.0 + 68 44 2 7.65 38 49 0.02 -17.6 23.1 9.57 9.34 "" 8.8 159 2.3 MESSIER081 2.4 1.88
NGC3104 10 3 57.4 + 40 45 25 3.55 0.56 0.06 "" 14.6 14.0 "" 16.8 11.2 * "" 14.3 102 8 "" "" 603 16.0 TF 10 3 57.4 + 40 45 25 16.35 57 53 0.08 -17.2 25.2 9.23 9.73 "" 9.04 594 -2.0 NGC2964 -1.5 -2.22
NGC3109 10 3 7.2 - 26 9 36 19.95 0.19 0.29 "" 12.0 10.4 "" 14.1 7.5 "" "" 10.5 117 8 "" "" 403 1.34 TRGB 10 3 7.2 - 26 9 36 7.73 83 51 0.22 -15.8 25.0 8.58 9.37 "" 8.38 110 -0.3 Antlia -0.1 -1.22
NGC3115 10 5 14.0 - 7 43 7 8.51 0.35 0.2 "" 16.1 9.9 > 24.1 5.9 "" "" 13.9 238 -1 "" "" 681 9.68 SBF 10 5 14.0 - 7 43 7 24.04 90 107 0.51 -20.8 22.5 10.95 10.5 "" 8.75 439 2.3 KDG065 2.6 0.26
NGC3184 10 18 17.0 + 41 25 28 7.41 0.93 0.07 "" 12.5 10.4 "" 14.2 7.2 "" "" 12.9 128 6 "" "" 592 11.12 SN 10 18 17.0 + 41 25 28 24.27 22 149 0.05 -20.0 23.3 10.52 10.8 "" 9.28 588 0.6 "LV J1018+4109" 0.8 -0.61
NGC3239 10 25 4.9 + 17 9 49 5.01 0.61 0.14 "" 13.1 11.7 "" 14.6 9.0 "" "" 13.1 160 8 "" "" 754 10.17 SN 10 25 4.9 + 17 9 49 14.99 53 87 0.19 -18.6 23.6 9.74 10.12 "" 9.11 623 -0.5 NGC3368 0.0 -0.16
NGC3274 10 32 17.1 + 27 40 7 2.4 0.48 0.1 "" 14.5 13.2 "" 16.2 10.7 "" "" 13.5 160 7 "" "" 541 7.98 BS 10 32 17.1 + 27 40 7 5.53 63 79 0.25 -16.7 23.4 8.83 9.6 "" 8.76 465 -1.0 NGC3486 -0.7 -1.99
NGC3299 10 36 23.8 + 12 42 27 2.4 0.77 0.11 "" 16.5 13.3 "" 17.6 11.0 "" "" 15.7 112 8 "" "" 604 10.4 mem 10 36 23.8 + 12 42 27 7.35 40 76 0.08 -17.0 23.7 8.96 9.69 "" 8.07 453 0.8 NGC3368 1.1 1.91
NGC3344 10 43 30.2 + 24 55 25 7.59 0.9 0.14 "" 12.6 10.5 "" 14.1 7.4 "" "" 12.2 157 4 "" "" 588 9.82 TRGB 10 43 30.2 + 24 55 25 22.24 27 153 0.07 -19.7 23.3 10.33 10.78 "" 9.44 500 -1.2 dw1042+2415 -0.6 -0.37
NGC3351 10 43 57.7 + 11 42 13 7.24 0.68 0.12 "" 13.5 10.6 "" 14.5 6.7 "" "" 13.5 270 3 "" "" 777 9.95 TRGB 10 43 57.7 + 11 42 13 21.2 49 162 0.26 -19.8 23.2 10.65 10.81 "" 8.94 623 0.8 NGC3368 1.0 1.87
NGC3368 10 46 45.8 + 11 49 11 8.91 0.68 0.11 "" 14.2 10.1 "" 15.0 6.3 "" "" 13.0 343 3 "" "" 893 10.42 Cep 10 46 45.8 + 11 49 11 27.25 49 210 0.31 -20.4 23.1 10.83 11.14 "" 9.18 740 0.6 NGC3351 1.0 2.0
NGC3368dwTBG 10 47 8.0 + 11 17 2 0.35 0.95 0.1 > 23.0 19.6 "" "" 15.4 * "" "" "" -2 Sph X "" 10.4 mem 10 47 8.0 + 11 17 2 1.09 21 "" 0.0 -10.6 25.9 7.17 "" "" "" "" 2.8 NGC3368 2.9 2.1
NGC3377 10 47 42.4 + 13 59 8 5.25 0.58 0.15 "" 18.1 11.2 "" 18.5 7.4 "" "" "" "" -2 "" "" 678 10.42 TRGB 10 47 42.4 + 13 59 8 16.19 68 "" 0.0 -19.0 23.4 10.38 "" "" "" 536 1.1 NGC3368 1.2 2.09
NGC3379 10 47 49.6 + 12 34 54 5.37 0.89 0.11 "" "" 10.2 "" 21.9 6.3 "" "" "" "" -3 "" "" 923 11.32 TRGB 10 47 49.6 + 12 34 54 18.19 33 "" 0.0 -20.1 22.5 10.92 "" "" "" 774 1.4 NGC3412 1.4 1.82
