Name RAh_1 RAm_1 RAs_1 DE-_1 DEd_1 DEm_1 DEs_1 a26_1 b/a AB_1 l_FUVmag FUVmag Bmag l_Hamag Hamag Kmag f_Kmag l_21mag 21mag W50 TType Tdw1 Tdw2 RVel Dis f_Dis RAh_2 RAm_2 RAs_2 DE-_2 DEd_2 DEm_2 DEs_2 a26_2 inc Vm AB_2 BMag SBB logKLum logM26 l_logMHI logMHI VLG Theta1 MD Theta5 Thetaj
"LV J1328+4937" 13 28 31.2 + 49 37 38 0.45 0.55 0.04 "" 18.0 17.3 "" 20.8 14.9 * "" "" "" 10 Ir N 395 7.73 TRGB 13 28 31.2 + 49 37 38 1.0 67 "" 0.0 -12.2 24.1 7.12 "" "" "" 497 "" "" "" ""
"LV J1342+4840" 13 42 20.1 + 48 40 57 0.78 0.69 0.04 "" "" 16.3 "" 21.9 13.9 * "" "" "" 9 Im N 438 8.4 mem 13 42 20.1 + 48 40 57 1.89 53 "" 0.0 -13.4 24.3 7.6 "" "" "" 543 1.3 NGC5194 1.3 1.87
"LV J1952+1428" 19 52 11.8 + 14 28 24 0.3 0.93 1.1 "" "" 16.9 "" 21.4 13.5 * "" 17.5 28 9 BCD N 279 8.39 TRGB 19 52 11.8 + 14 28 24 0.93 24 17 0.0 -13.8 22.3 7.78 7.51 "" 7.19 521 -2.4 NGC6946 -2.0 ""
"LV J2335-3713" 23 35 4.1 - 37 13 14 0.58 0.57 0.07 "" "" 16.6 "" "" 14.2 * "" 17.3 29 10 Ir N 615 7.59 TRGB 23 35 4.1 - 37 13 14 1.26 65 9 0.0 -12.8 24.0 7.38 7.05 "" 7.19 623 0.3 NGC7713 0.4 0.2
"Lac I" 22 58 16.3 + 41 17 28 8.4 0.57 0.57 "" "" 14.0 > 24.6 9.4 * "" "" 24 -3 Sph X -198 0.76 TRGB 22 58 16.3 + 41 17 28 2.15 77 3 0.0 -11.0 27.0 7.34 6.22 "" "" 107 1.5 MESSIER031 1.6 1.75
LeG03 10 35 48.8 + 8 28 47 0.95 0.23 0.11 "" "" 17.3 "" 23.2 14.6 * "" 16.7 70 8 "" "" 1158 21.88 TF 10 35 48.8 + 8 28 47 5.87 79 31 0.0 -14.5 25.6 8.16 8.81 "" 8.34 987 -2.6 UGC05923 -1.9 ""
LeG04 10 39 40.2 + 12 44 6 0.52 0.5 0.12 > 23.0 18.7 "" "" 16.2 * > 18.6 "" 10 Tr L "" 10.4 mem 10 39 40.2 + 12 44 6 1.58 72 "" 0.0 -11.5 25.8 6.85 "" < 6.93 "" 1.9 LeG05 2.0 2.1
LeG05 10 39 43.3 + 12 38 4 0.6 0.53 0.11 "" 20.7 16.8 "" "" 14.3 * "" 20.1 22 10 Tr N 780 10.4 mem 10 39 43.3 + 12 38 4 1.82 69 3 0.0 -13.4 24.2 7.62 6.18 "" 6.31 629 1.3 NGC3368 1.7 2.1
LeG06 10 39 55.7 + 13 54 28 0.63 0.65 0.15 "" 21.2 18.3 > 24.8 15.8 * "" 18.8 21 10 Ir L 1007 10.4 mem 10 39 55.7 + 13 54 28 1.94 57 3 0.0 -11.9 25.8 7.03 6.3 "" 6.85 863 0.8 NGC3368 1.2 1.91
LeG09 10 42 34.6 + 12 9 2 0.71 0.83 0.11 > 23.0 17.4 "" "" 13.2 * > 18.2 "" -2 Sph L "" 10.19 TRGB 10 42 34.6 + 12 9 2 2.14 39 "" 0.0 -12.7 25.2 8.04 "" < 7.07 "" 1.5 NGC3351 1.8 2.0
LeG10 10 43 55.4 + 12 8 7 0.16 0.95 0.11 "" 23.4 19.2 "" "" 16.7 * > 18.2 "" 10 Ir N "" 10.4 mem 10 43 55.4 + 12 8 7 0.49 20 "" 0.0 -11.0 23.8 6.65 "" < 7.09 "" 2.4 NGC3368 2.4 2.1
LeG11 10 44 2.1 + 15 35 20 0.35 0.9 0.14 > 23.0 18.8 "" "" 16.3 * > 17.8 "" 10 Tr L "" 10.4 mem 10 44 2.1 + 15 35 20 1.08 29 "" 0.0 -11.4 25.1 6.82 "" < 7.25 "" 0.8 NGC3377 1.0 1.91
LeG12 10 44 7.8 + 11 31 59 0.22 0.8 0.13 "" 21.1 18.5 "" "" 16.0 * > 17.4 "" 10 Ir N "" 10.4 mem 10 44 7.8 + 11 31 59 0.67 41 "" 0.0 -11.7 23.7 6.94 "" < 7.41 "" 2.5 NGC3368 2.5 2.1
LeG13 10 44 57.6 + 11 54 58 0.42 0.44 0.1 "" 19.7 17.7 > 23.0 15.2 * "" 19.0 24 10 Ir N 871 9.99 SBF 10 44 57.6 + 11 54 58 1.2 81 3 0.0 -12.4 24.3 7.22 5.95 "" 6.72 718 3.2 NGC3351 3.2 2.0
LeG14 10 46 14.4 + 12 57 36 0.36 0.88 0.1 > 23.0 18.7 "" "" 14.5 * > 18.3 "" -3 Sph L "" 10.0 TRGB 10 46 14.4 + 12 57 36 1.08 34 "" 0.0 -11.4 25.1 7.51 "" < 7.03 "" 1.5 NGC3351 1.7 2.0
LeG16 10 46 30.0 + 11 45 21 0.29 0.98 0.11 > 23.0 18.4 "" "" 14.2 * "" "" "" -2 Tr L "" 11.02 SBF 10 46 30.0 + 11 45 21 0.95 13 "" 0.0 -12.0 24.2 7.73 "" "" "" "" 1.3 NGC3379 1.5 2.05
LeG17 10 46 41.5 + 12 19 35 0.58 0.78 0.1 "" "" 17.0 "" "" 12.8 * "" 17.2 37 -1 Sph N 1030 10.99 SBF 10 46 41.5 + 12 19 35 1.86 44 20 0.0 -13.3 24.4 8.26 7.92 "" 7.55 880 1.3 NGC3379 1.5 2.05
LeG18 10 46 53.3 + 12 44 40 0.8 0.75 0.1 "" 23.2 18.2 "" "" 15.8 * "" 18.1 38 10 Tr L 636 10.19 TRGB 10 46 53.3 + 12 44 40 2.39 47 19 0.0 -11.9 26.3 7.02 8.02 "" 7.13 488 1.7 M96-DF7 2.0 2.0
LeG19 10 46 54.8 + 12 47 17 0.37 0.7 0.1 > 23.3 18.8 > 24.7 14.6 * "" "" "" -1 Sph L "" 11.68 SBF 10 46 54.8 + 12 47 17 1.27 52 "" 0.0 -11.6 25.2 7.6 "" "" "" "" 1.3 NGC3379 1.4 1.89
LeG21 10 47 0.8 + 12 57 35 0.25 0.75 0.13 "" 22.7 19.2 "" "" 16.7 * "" 18.2 23 10 Ir L 843 11.56 SBF 10 47 0.8 + 12 57 35 0.86 47 3 0.0 -11.2 24.8 6.75 6.07 "" 7.18 696 1.8 NGC3379 1.8 1.89
LeG22 10 49 37.1 + 11 21 6 0.56 0.66 0.13 > 23.0 18.0 "" "" 15.5 * "" "" "" 10 Tr L "" 10.4 mem 10 49 37.1 + 11 21 6 1.72 56 "" 0.0 -12.2 25.3 7.14 "" "" "" "" 2.3 NGC3368 2.3 2.1
LeG26 10 51 21.1 + 12 50 57 0.69 0.89 0.1 "" 21.6 16.6 "" "" 12.4 * > 17.4 "" -2 Sph N 630 10.34 SBF 10 51 21.1 + 12 50 57 2.13 31 "" 0.0 -13.6 24.4 8.38 "" < 7.4 483 1.5 NGC3368 1.7 2.2
LeG27 10 52 20.1 + 14 42 26 0.37 0.67 0.09 "" 22.0 18.6 "" "" 14.4 * "" "" "" -2 Tr L "" 10.4 mem 10 52 20.1 + 14 42 26 1.13 57 "" 0.0 -11.6 25.0 7.58 "" "" "" "" 1.3 NGC3377 1.5 1.96
LeG28 10 53 0.7 + 10 22 45 0.68 0.5 0.11 > 23.0 18.3 "" "" 15.8 * "" "" "" 10 Tr L "" 10.4 mem 10 53 0.7 + 10 22 45 2.04 72 "" 0.0 -11.9 26.0 7.01 "" "" "" "" 1.1 NGC3368 1.3 1.9
LeG33 11 0 45.2 + 14 10 20 0.35 0.55 0.08 "" 23.8 18.6 "" "" 16.2 * "" "" "" 10 Tr L "" 10.4 mem 11 0 45.2 + 14 10 20 1.04 67 "" 0.0 -11.6 24.8 6.88 "" "" "" "" 1.1 "LSBC D640-08" 1.2 2.16
LeoA 9 59 26.4 + 30 44 47 5.75 0.61 0.09 "" 14.7 12.9 "" 18.5 10.5 * "" 12.8 19 10 Ir N 24 0.74 TRGB 9 59 26.4 + 30 44 47 1.24 61 3 0.0 -11.5 25.3 6.86 6.07 "" 6.97 -40 0.0 "Milky Way" 0.2 1.35
LeoI 10 8 26.9 + 12 18 29 9.77 0.79 0.16 "" "" 11.2 "" "" 6.9 * > 19.0 22 -1 Sph L 283 0.26 TRGB 10 8 26.9 + 12 18 29 0.77 42 4 0.0 -11.1 24.7 7.38 6.09 < 3.58 125 1.3 "Milky Way" 1.4 1.73
LeoII 11 13 29.2 + 22 9 17 12.02 0.87 0.07 "" 22.3 12.6 "" "" 8.4 * > 19.2 15 -3 Sph L 86 0.25 TRGB 11 13 29.2 + 22 9 17 0.88 36 4 0.0 -9.4 26.6 6.72 6.27 < 3.44 -8 1.4 "Milky Way" 1.4 1.73
LeoIV 11 32 57.0 - 0 32 0 7.3 0.78 0.11 "" 22.8 16.9 > 22.8 12.7 * > 19.9 8 -3 Sph X 132 0.16 HB 11 32 57.0 - 0 32 0 0.34 48 3 0.0 -4.2 29.8 4.63 5.66 < 2.78 -58 2.0 "Milky Way" 2.0 1.73
LeoP 10 21 45.1 + 18 5 17 0.55 0.54 0.11 "" "" 17.2 "" 20.7 14.7 * "" 17.7 16 10 Ir N 262 1.73 TRGB 10 21 45.1 + 18 5 17 0.28 68 3 0.0 -9.1 24.4 5.89 5.37 "" 5.73 135 -1.1 "Milky Way" -0.7 -1.24
LeoT 9 34 53.4 + 17 3 5 2.09 0.71 0.13 "" 19.5 16.5 > 21.8 14.0 * "" 14.9 15 10 Ir L 39 0.42 TRGB 9 34 53.4 + 17 3 5 0.26 51 3 0.0 -6.7 26.6 4.94 5.49 "" 5.63 -97 0.7 "Milky Way" 0.8 1.72
LeoV 11 31 9.6 + 2 13 12 4.1 0.45 0.12 > 23.0 17.6 "" "" 13.4 * > 20.6 9 -3 Sph X 173 0.18 CMD 11 31 9.6 + 2 13 12 0.21 90 3 0.0 -3.8 29.2 4.46 5.19 < 2.59 -7 1.8 "Milky Way" 1.9 1.73
M101-df1 14 3 45.0 + 53 56 40 0.47 0.64 0.05 "" 24.2 19.3 "" "" 16.9 * "" "" "" 10 Ir L "" 6.37 TRGB 14 3 45.0 + 53 56 40 0.86 58 "" 0.0 -9.8 26.2 6.17 "" "" "" "" 0.5 MESSIER101 0.6 1.57
M101-df2 14 8 37.5 + 54 19 31 0.33 0.92 0.06 "" "" 19.8 > 24.5 15.6 * "" "" "" -2 Sph L "" 6.87 TRGB 14 8 37.5 + 54 19 31 0.67 26 "" 0.0 -9.5 26.0 6.74 "" "" "" "" 2.5 MESSIER101 2.6 1.56
M101-df3 14 3 5.7 + 53 36 56 1.0 0.74 0.04 > 23.0 18.3 "" "" 14.2 * "" "" "" -2 Sph X "" 6.52 TRGB 14 3 5.7 + 53 36 56 1.89 50 "" 0.0 -10.8 26.9 7.27 "" "" "" "" 0.9 MESSIER101 0.9 1.56
M101-df4 14 7 33.4 + 54 42 36 0.93 0.51 0.06 > 23.0 19.2 "" "" 16.8 * "" "" "" 10 Ir X "" 27.0 mem 14 7 33.4 + 54 42 36 7.2 71 "" 0.0 -13.0 27.6 7.45 "" "" "" "" -1.5 M101-df5 -1.2 -0.6
M101-df5 14 4 28.1 + 55 37 0 1.27 0.83 0.05 "" 23.8 18.4 "" "" 14.2 * "" "" "" -1 Tr X "" 27.0 mem 14 4 28.1 + 55 37 0 10.02 38 "" 0.0 -13.8 27.5 8.48 "" "" "" "" -1.7 M101-df7 -1.5 -1.08
M101-df6 14 8 19.0 + 55 11 24 0.73 0.33 0.06 > 23.0 20.5 "" "" 18.1 * "" "" "" 10 Ir X "" 27.0 mem 14 8 19.0 + 55 11 24 5.55 90 "" 0.0 -11.8 28.3 6.96 "" "" "" "" -1.0 M101-df5 -0.7 -0.61
M101-df7 14 5 48.3 + 55 7 58 0.67 0.72 0.05 > 23.0 20.9 "" "" 16.8 * "" "" "" -2 Sph X "" 27.0 mem 14 5 48.3 + 55 7 58 5.27 52 "" 0.0 -11.3 28.6 7.47 "" "" "" "" -0.6 M101-df5 -0.6 -0.63
M101-dwA 14 6 50.2 + 53 44 32 0.36 0.86 0.05 > 23.0 19.8 "" "" 15.7 * "" "" "" -2 Sph L "" 6.65 TRGB 14 6 50.2 + 53 44 32 0.7 35 "" 0.0 -9.3 26.2 6.68 "" "" "" "" 1.3 MESSIER101 1.4 1.56
M101Dw10 14 1 40.4 + 55 0 57 0.15 0.84 0.04 > 23.0 22.4 "" "" 18.3 * "" "" "" -2 Sph L "" 27.9 mem 14 1 40.4 + 55 0 57 1.22 38 "" 0.0 -9.9 26.9 6.9 "" "" "" "" -1.4 M101dwC -1.3 -0.45
M101Dw11 14 10 4.8 + 54 15 29 0.14 0.9 0.06 > 23.0 21.0 "" "" 16.8 * "" "" "" -2 Sph L "" 27.9 mem 14 10 4.8 + 54 15 29 1.15 30 "" 0.0 -11.3 25.3 7.47 "" "" "" "" -1.2 M101Dw14 -1.1 -0.79
M101Dw14 14 11 3.2 + 53 56 50 0.19 0.69 0.05 > 23.0 21.1 "" "" 17.0 * "" "" "" -2 Sph L "" 27.9 mem 14 11 3.2 + 53 56 50 1.54 55 "" 0.0 -11.2 26.1 7.42 "" "" "" "" -1.2 M101Dw11 -1.1 -0.83
M101Dw7 14 7 21.0 + 55 3 51 0.16 0.71 0.07 > 23.0 21.3 "" "" 17.1 * "" "" "" -2 Sph L "" 6.95 mem 14 7 21.0 + 55 3 51 0.32 53 "" 0.0 -8.0 25.9 6.14 "" "" "" "" 2.7 MESSIER101 2.7 1.56
M101Dw9 13 55 44.6 + 55 8 45 0.26 0.78 0.04 > 23.0 21.2 "" "" 17.1 * "" "" "" -2 Sph L "" 7.73 TRGB 13 55 44.6 + 55 8 45 0.58 45 "" 0.0 -8.3 26.9 6.26 "" "" "" "" 0.1 MESSIER101 0.3 1.56
M101dwB 14 8 43.1 + 55 9 57 0.3 0.8 0.05 > 23.0 20.1 "" "" 17.7 * "" 18.5 69 10 Tr L 1913 27.9 mem 14 8 43.1 + 55 9 57 2.44 41 45 0.01 -12.2 26.1 7.13 8.76 "" 7.83 2056 -1.5 M101dwC -1.4 -0.4
M101dwC 14 5 18.0 + 54 53 56 0.3 0.78 0.05 > 23.0 20.2 "" "" 16.1 * "" "" "" -1 Tr L "" 27.9 mem 14 5 18.0 + 54 53 56 2.44 44 "" 0.0 -12.1 26.2 7.78 "" "" "" "" -2.1 M101dwB -1.6 -0.48
M101dwD 14 4 24.6 + 53 16 19 0.38 0.83 0.04 > 23.0 19.2 "" "" 15.1 * "" "" "" -2 Sph L "" 27.9 mem 14 4 24.6 + 53 16 19 3.09 39 "" 0.0 -13.1 25.7 8.18 "" "" "" "" -2.8 M101Dw14 -2.2 -1.11
M106edgeN4217 12 16 12.5 + 47 8 4 0.88 0.95 0.06 > 23.0 18.4 "" "" 14.2 * "" "" "" -2 Sph L "" 7.7 mem 12 16 12.5 + 47 8 4 2.0 21 "" 0.0 -11.1 26.7 7.39 "" "" "" "" 3.3 NGC4258 3.3 1.75
"M81-dw J0954+6821" 9 54 7.0 + 68 21 51 0.23 0.55 0.38 > 23.5 21.6 "" "" 17.2 * "" "" "" -2 Sph L "" 3.7 mem 9 54 7.0 + 68 21 51 0.27 72 "" 0.0 -6.6 26.8 5.6 "" "" "" "" "" "" "" ""
M94-Dw2 12 51 4.4 + 41 38 10 0.46 0.52 0.04 > 23.0 18.8 "" "" 14.7 * "" "" "" -1 Sph L "" 4.7 TRGB 12 51 4.4 + 41 38 10 0.62 70 "" 0.0 -9.6 25.7 6.78 "" "" "" "" 1.2 NGC4736 1.2 1.44
M96-DF1 10 48 13.1 + 11 58 6 0.32 0.59 0.09 > 23.0 19.8 "" "" 15.6 * "" "" "" -2 Sph X "" 10.42 TRGB 10 48 13.1 + 11 58 6 0.97 67 "" 0.0 -10.4 25.9 7.11 "" "" "" "" 3.3 NGC3368 3.3 2.14
M96-DF2 10 47 40.6 + 12 2 56 0.72 0.81 0.09 > 23.0 20.0 "" "" 15.8 * "" "" "" -2 Sph X "" 10.62 TRGB 10 47 40.6 + 12 2 56 2.26 42 "" 0.0 -10.3 27.8 7.05 "" "" "" "" 2.0 NGC3368 2.0 2.14
M96-DF7 10 47 13.5 + 12 48 9 0.59 0.88 0.09 > 23.0 18.9 "" "" 14.7 * "" "" "" -2 Sph X "" 10.19 TRGB 10 47 13.5 + 12 48 9 1.78 33 "" 0.0 -11.2 26.3 7.44 "" "" "" "" 1.5 NGC3368 1.9 2.0
"MADCASH J0742+65dw" 7 42 38.9 + 65 25 2 0.35 0.59 0.13 > 23.0 20.5 > 24.5 16.3 * > 21.4 "" -2 Sph L "" 3.39 TRGB 7 42 38.9 + 65 25 2 0.35 67 "" 0.0 -7.3 26.8 5.86 "" < 4.83 "" 1.0 NGC2403 1.1 1.91
MADCASH-2 12 10 6.7 + 35 26 35 0.36 0.81 0.05 > 23.0 19.0 "" "" 16.6 * > 21.3 "" 10 Tr L "" 3.01 TRGB 12 10 6.7 + 35 26 35 0.32 40 "" 0.0 -8.4 25.4 5.63 "" < 4.77 "" 1.0 NGC4163 1.2 -0.1
MAPS1206+31 12 6 34.5 + 31 20 33 0.71 0.93 0.09 "" 18.9 15.9 "" 20.8 13.2 * "" "" "" 8 "" "" 568 6.43 NAM 12 6 34.5 + 31 20 33 1.35 22 "" 0.0 -13.2 23.8 7.64 "" "" "" 542 0.3 PGC4310323 0.5 0.09
MAPS1231+42 12 31 9.0 + 42 5 39 0.33 0.68 0.08 "" 19.4 17.8 "" "" 15.4 * "" 19.1 16 10 Ir N 563 8.13 TRGB 12 31 9.0 + 42 5 39 0.78 54 3 0.0 -11.8 24.0 6.98 5.94 "" 6.51 602 "" "" "" ""
MAPS1236+33 12 36 49.4 + 33 36 48 0.56 0.43 0.07 "" 18.9 16.9 "" "" 14.5 * "" 17.5 30 10 Ir N 526 7.45 TF 12 36 49.4 + 33 36 48 1.2 83 8 0.0 -12.5 24.2 7.26 6.99 "" 7.08 527 1.5 NGC4631 1.5 1.39
MAPS1249+44 12 49 31.0 + 44 21 33 0.47 0.53 0.07 "" 18.9 17.1 "" "" 14.7 * "" 17.6 36 9 Im N 513 7.59 NAM 12 49 31.0 + 44 21 33 1.02 69 14 0.0 -12.4 24.0 7.2 7.35 "" 7.06 572 0.2 NGC4258 0.5 1.72
MB1 2 35 35.6 + 59 22 47 1.07 0.42 4.22 "" "" 17.8 "" 19.8 10.5 "" "" 15.1 50 10 Ir L 190 7.35 NAM 2 35 35.6 + 59 22 47 5.51 87 21 0.0 -15.8 24.3 9.0 8.43 "" 8.04 421 -0.4 Maffei2 -0.1 ""
MB3 2 55 43.6 + 58 51 42 1.58 0.31 5.64 "" "" 19.4 > 24.4 10.9 "" "" "" "" 10 Ir N 59 5.47 NAM 2 55 43.6 + 58 51 42 8.16 90 "" 0.0 -15.0 25.9 8.61 "" "" "" 281 1.7 Maffei2 1.9 2.17
"MCG +05-28-046" 11 55 22.5 + 28 20 30 1.2 0.44 0.1 "" 18.1 16.4 "" "" 13.9 * "" 17.2 81 9 Im N 558 23.8 TF 11 55 22.5 + 28 20 30 8.22 81 36 0.0 -15.6 25.3 8.51 9.08 "" 8.21 512 -2.0 NGC4321 -1.6 ""
"MCG +06-27-017" 12 9 56.4 + 36 26 7 0.95 0.31 0.11 "" 17.4 15.5 "" 21.6 12.0 "" "" "" "" 9 Im N 339 4.85 TRGB 12 9 56.4 + 36 26 7 1.32 90 "" 0.0 -13.0 23.9 7.89 "" "" "" 341 -0.2 NGC4395 0.2 1.43
"MCG +08-25-028" 13 36 44.8 + 44 35 57 0.95 0.52 0.07 "" 17.9 15.9 "" 19.6 13.5 * "" "" "" 10 Ir N 480 8.47 TRGB 13 36 44.8 + 44 35 57 2.33 70 "" 0.0 -13.8 24.3 7.78 "" "" "" 565 "" "" "" ""
"MCG +09-16-010" 9 23 17.0 + 51 58 23 0.92 0.78 0.07 "" 17.5 16.2 "" 19.9 13.5 * "" "" "" 8 "" "" 484 11.17 NAM 9 23 17.0 + 51 58 23 3.0 39 "" 0.0 -14.1 24.6 8.0 "" "" "" 537 -0.9 NGC2841 -0.6 -0.14
"MCG +09-20-131" 12 15 46.7 + 52 23 15 1.05 0.3 0.1 "" 16.8 15.3 "" 19.3 12.9 * "" 15.7 27 10 Ir N 159 4.61 TRGB 12 15 46.7 + 52 23 15 1.37 90 6 0.0 -13.1 23.9 7.5 6.7 "" 7.37 242 -0.4 NGC4736 -0.1 0.59
"MCG -01-26-009" 10 1 33.6 - 6 31 30 1.12 0.78 0.15 "" 18.0 16.1 "" 19.6 13.6 * "" 16.5 38 10 Ir N 748 9.7 mem 10 1 33.6 - 6 31 30 3.24 44 21 0.0 -14.0 24.9 7.85 8.21 "" 7.71 510 1.8 NGC3115 1.8 1.72
"MCG -03-34-002" 13 7 56.6 - 16 41 21 1.23 0.63 0.35 "" 16.8 14.8 "" 19.4 12.5 "" "" 16.0 57 9 BCD N 959 7.9 TF 13 7 56.6 - 16 41 21 2.99 59 28 0.0 -15.1 23.6 8.1 8.44 "" 7.72 765 -0.6 NGC4594 -0.5 -1.81
"MCG -04-31-038" 13 9 36.6 - 27 8 26 1.02 0.67 0.33 "" 16.8 15.1 "" "" 10.8 "" "" 15.4 59 10 Ir N 684 7.8 TF 13 9 36.6 - 27 8 26 2.45 55 31 0.0 -14.7 23.6 8.79 8.43 "" 7.98 461 -1.1 NGC4594 -0.9 ""
MCG-02-33-075 12 58 28.3 - 10 34 37 2.96 0.46 0.22 "" "" 14.7 "" 19.0 11.8 "" "" 16.6 53 8 "" "" 1267 8.7 TF 12 58 28.3 - 10 34 37 7.62 64 25 0.0 -15.2 25.5 8.48 8.73 "" 7.57 1173 0.2 NGC4594 0.3 0.17
MESSIER031 0 42 44.5 + 41 16 9 190.55 0.33 0.27 "" 9.8 4.3 "" 9.6 1.0 "" "" 6.0 510 3 "" "" -296 0.77 Cep 0 42 44.5 + 41 16 9 43.45 78 249 0.98 -21.4 23.1 10.73 11.5 "" 9.73 -29 3.1 MESSIER032 3.2 1.42
MESSIER032 0 42 42.1 + 40 51 59 8.91 0.71 0.26 "" 16.3 8.9 "" 23.2 5.1 "" > 14.3 207 -2 dEem H -202 0.79 TRGB 0 42 42.1 + 40 51 59 2.17 53 115 0.18 -16.1 22.0 9.09 9.52 < 6.42 64 4.7 MESSIER031 4.7 1.75
MESSIER033 1 33 50.8 + 30 39 37 69.18 0.61 0.18 "" 8.2 6.3 "" 9.8 4.1 "" "" 7.2 181 6 "" "" -182 0.93 TRGB 1 33 50.8 + 30 39 37 19.15 54 99 0.22 -19.0 23.7 9.62 10.34 "" 9.4 34 1.5 MESSIER031 1.5 1.73
MESSIER081 9 55 33.5 + 69 4 0 28.18 0.52 0.36 "" 11.5 7.8 "" 12.1 3.8 "" "" 10.0 423 3 "" "" -38 3.7 TRGB 9 55 33.5 + 69 4 0 31.93 62 226 0.55 -21.0 22.9 10.95 11.28 "" 9.46 104 2.7 MESSIER082 2.8 1.51
MESSIER082 9 55 53.9 + 69 40 57 11.48 0.38 0.69 "" 12.6 9.1 "" 11.6 4.7 "" "" 11.2 147 8 "" "" 183 3.61 TRGB 9 55 53.9 + 69 40 57 13.48 69 69 0.26 -19.7 22.3 10.59 9.87 "" 8.97 328 3.1 MESSIER081 3.1 1.78
MESSIER101 14 3 12.8 + 54 21 2 30.2 0.93 0.04 "" 10.0 8.3 "" 11.9 5.5 "" "" 10.4 147 6 "" "" 240 6.95 TRGB 14 3 12.8 + 54 21 2 61.41 22 171 0.05 -21.0 24.3 10.79 11.32 "" 9.86 378 1.3 NGC5474 1.3 0.13
MRK0036 11 4 58.5 + 29 8 22 0.68 0.64 0.13 "" 15.9 15.6 "" 16.8 14.0 "" "" 16.9 41 9 BCD H 646 8.67 NAM 11 4 58.5 + 29 8 22 1.72 58 19 0.0 -14.2 23.3 7.59 7.85 "" 7.44 585 0.8 NGC3486 0.9 0.75
MRK0475 14 39 5.4 + 36 48 22 0.45 0.75 0.05 "" 17.5 16.4 "" 17.4 14.0 * "" 19.5 32 9 BCD H 583 11.53 TRGB 14 39 5.4 + 36 48 22 1.5 47 14 0.0 -14.0 23.2 7.83 7.54 "" 6.67 677 -1.2 NGC5055 -0.8 -1.73
MRK1265 10 49 40.4 + 22 50 19 0.34 0.61 0.09 "" 17.5 17.0 "" "" 14.6 * "" 17.3 30 9 BCD N 632 9.55 TRGB 10 49 40.4 + 22 50 19 0.94 61 10 0.0 -13.0 23.2 7.45 7.04 "" 7.36 534 -1.2 NGC3486 -0.7 -0.42
Maffei1 2 36 35.5 + 59 39 18 2.69 0.85 5.05 "" "" 13.5 > 21.4 5.6 "" "" "" "" -3 "" "" 66 5.6 NAM 2 36 35.5 + 59 39 18 19.51 39 "" 0.0 -20.3 22.4 10.76 "" "" "" 298 2.7 Maffei2 2.7 2.06
Maffei2 2 41 54.5 + 59 36 11 3.8 0.5 4.78 "" "" 14.8 "" 17.3 4.5 "" "" 11.1 306 4 "" "" -15 5.73 TRGB 2 41 54.5 + 59 36 11 17.34 63 159 0.46 -19.3 23.2 11.21 10.71 "" 9.4 214 2.3 Maffei1 2.3 1.76
"Milky Way" 17 45 40.0 - 29 0 28 "" "" "" "" "" -4.6 "" "" "" * "" "" 440 4 "" "" 0 0.01 geom 17 45 40.0 - 29 0 28 "" "" "" "" -20.8 "" 10.78 "" "" "" -65 2.8 "Sag dSph" 2.9 1.56
N1156dw1 3 0 18.2 + 25 14 56 0.38 0.95 1.13 > 23.0 19.6 > 24.1 16.2 * "" "" "" 10 Ir L "" 7.8 mem 3 0 18.2 + 25 14 56 1.1 20 "" 0.0 -11.0 25.5 6.65 "" "" "" "" 3.5 NGC1156 3.6 0.07
N1156dw2 3 0 28.0 + 25 18 17 0.38 0.8 1.18 "" 21.7 20.0 > 24.5 16.6 * "" "" "" 10 Ir L "" 7.8 mem 3 0 28.0 + 25 18 17 1.1 41 "" 0.0 -10.6 25.9 6.51 "" "" "" "" 3.1 NGC1156 3.2 0.07
N1291-DW1 3 19 25.9 - 40 3 47 0.38 0.79 0.06 > 23.0 18.8 "" "" 14.6 * "" "" "" -1 Sph L "" 9.08 mem 3 19 25.9 - 40 3 47 1.01 42 "" 0.0 -11.1 25.3 7.38 "" "" "" "" 2.3 NGC1291 2.3 1.74
N1291-DW10 3 25 38.4 - 41 13 51 0.69 0.88 0.05 > 23.0 18.3 "" "" 14.2 * "" "" "" -1 Sph L "" 8.7 SBF 3 25 38.4 - 41 13 51 1.76 32 "" 0.0 -11.4 26.1 7.51 "" "" "" "" 1.0 NGC1291 1.0 1.74
N1291-DW11 3 12 44.2 - 42 47 54 0.39 0.56 0.06 "" 20.7 18.3 "" "" 15.9 * "" "" "" 10 Ir L "" 9.08 mem 3 12 44.2 - 42 47 54 1.02 66 "" 0.0 -11.5 24.8 6.86 "" "" "" "" 1.6 NGC1291 1.6 1.72
N1291-DW12 3 18 47.0 - 42 11 58 0.24 0.85 0.06 > 23.0 20.7 "" "" 16.6 * "" "" "" -1 Sph L "" 7.32 SBF 3 18 47.0 - 42 11 58 0.51 35 "" 0.0 -8.6 26.2 6.41 "" "" "" "" -0.7 NGC1291 -0.6 -0.8
N1291-DW13 3 20 33.8 - 40 48 18 0.79 0.83 0.05 > 23.0 19.7 "" "" 15.5 * "" "" "" -1 Sph L "" 7.04 SBF 3 20 33.8 - 40 48 18 1.62 38 "" 0.0 -9.6 27.8 6.8 "" "" "" "" -0.1 N1291-DW3 0.0 -0.83
